,page_num,binomial,country,general_loc,specific_loc
11,152.0,Phragmites commuais,S.,Sy.,Jisr-ech-Choghour
12,152.0,Phragmites commuais,S.,Dam.,Raboué
13,152.0,Phragmites commuais,S.,Dam.,Damas
14,152.0,Phragmites commuais,S.,Dam.,Ghouta
15,152.0,Phragmites commuais,S.,St.,Palmyre vers les salines
0,152.0,Boissiera pumilio,L.,Ve.,Jab. Kneissé
1,152.0,Boissiera pumilio,L.,Ve.,Mchaitiyé-'Aïnata
2,152.0,Boissiera pumilio,L.,Met.,Zahlé
3,152.0,Boissiera pumilio,L.,Met.,Mt
4,152.0,Boissiera pumilio,L.,Sy.,Baalbeck
5,152.0,Boissiera pumilio,S.,A.L.,Ouadi-el-Qarn
6,152.0,Boissiera pumilio,S.,A.L.,Mt
7,152.0,Boissiera pumilio,S.,"glabriflora,",'Aqbet-et-Tine
8,152.0,Boissiera pumilio,S.,"glabriflora,",Mnine-Saïdnaya
9,152.0,Boissiera pumilio,S.,"glabriflora,",Zebdani-Tékiyé
10,152.0,Boissiera pumilio,S.,"glabriflora,",Zebdani
11,152.0,Boissiera pumilio,S.,"glabriflora,",Yabroud
12,152.0,Boissiera pumilio,S.,"glabriflora,",Sud de Qastal
13,152.0,Boissiera pumilio,S.,Dam.,Da- mas
14,152.0,Boissiera pumilio,S.,Dam.,Kissoué
15,152.0,Boissiera pumilio,S.,Dam.,J. Qasyoun
16,152.0,Boissiera pumilio,S.,Dam.,Qatana
17,152.0,Boissiera pumilio,S.,Dam.,Jabal Abou 'Ata
18,152.0,Boissiera pumilio,S.,Hem.,Qala'at Jendel
19,152.0,Boissiera pumilio,S.,Hem.,Qatana-'Aïssem-el-Foqa'
20,152.0,Boissiera pumilio,S.,Hem.,'Aïn ech-Cha'ra
21,152.0,Boissiera pumilio,S.,HJ.,Désert du Khabour
22,152.0,Boissiera pumilio,S.,HJ.,Hkn
23,152.0,Boissiera pumilio,S.,"glabriflora),",Hassetché
24,152.0,Boissiera pumilio,S.,"glabriflora),",Jab. 'Abd-el-'Aziz
25,152.0,Boissiera pumilio,S.,"glabriflora),",Ras-el-'Aïn
26,152.0,Boissiera pumilio,S.,Sy.,Alep
27,152.0,Boissiera pumilio,S.,St.,Jab. Abiad
28,152.0,Boissiera pumilio,S.,St.,Snou Fadel
29,152.0,Boissiera pumilio,S.,St.,Ej-Jouaïf
0,153.0,Holçus setosus,L.,Ct.,Bouchriyé
1,153.0,Holçus setosus,L.,Ct.,Dékouané
2,153.0,Holçus setosus,L.,Ct.,Nahr Ghadir
3,153.0,Holçus setosus,L.,Mi.,Sous Beit Méri
4,153.0,Holçus setosus,L.,Mi.,Broummana
5,153.0,Holçus setosus,L.,Mi.,Beit Méri
6,153.0,Holçus setosus,L.,Mi.,Dhour Choueir-Mrouj
7,153.0,Holçus setosus,L.,Mi.,Qrayé
8,153.0,Holçus setosus,L.,Mm.,Roueissat
9,153.0,Holçus setosus,L.,A.L.,Kafer Zabed
10,153.0,Holçus setosus,S.,JD.,Kafer
0,154.0,Holcus lanatus,L.,Mi.,Bikfaya
1,154.0,Holcus lanatus,L.,Mi.,Beskinta
2,154.0,Holcus lanatus,L.,Mi.,Mrouj
3,154.0,Holcus lanatus,L.,Mm.,Falougha
4,154.0,Holcus lanatus,L.,Mm.,Route de Qamou'a
0,154.0,Corynephorus articula˛ii s,L.,Ctlitt.,Doukkan-el-Kassis
1,154.0,Corynephorus articula˛ii s,L.,Ctlitt.,entre Saïda et Beyrouth
2,154.0,Corynephorus articula˛ii s,L.,Ctlitt.,Bir Hassen
3,154.0,Corynephorus articula˛ii s,L.,Ctlitt.,sables au S. de Beyrouth
4,154.0,Corynephorus articula˛ii s,L.,Mi.,Sous Beit Méri
5,154.0,Corynephorus articula˛ii s,S.,Mi.,Vers Jaoubat Boufghal
6,154.0,Corynephorus articula˛ii s,S.,St.,65 km. W. de Deir-ez-Zor
0,155.0,Corynephorus deschampsioides,L.,Mi.,Bikfaya
1,155.0,Corynephorus deschampsioides,L.,Mi.,Bikfaya à Beskinta
2,155.0,Corynephorus deschampsioides,L.,Mi.,'Aïn Zehalta
3,155.0,Corynephorus deschampsioides,L.,Mi.,Bkassine
4,155.0,Corynephorus deschampsioides,L.,Mi.,Mayrouba
5,155.0,Corynephorus deschampsioides,L.,Mi.,Faraya
6,155.0,Corynephorus deschampsioides,L.,Mm.,Towmat Jezzine
7,155.0,Corynephorus deschampsioides,L.,Mm.,au-dessus de Beskinta
8,155.0,Corynephorus deschampsioides,L.,Mm.,Hadeth
9,155.0,Corynephorus deschampsioides,L.,Herm.,Fraïdiss près de Hasbaya
10,155.0,Corynephorus deschampsioides,L.,A.L.,Route de Yanta
11,155.0,Corynephorus deschampsioides,L.,A.L.,partie libanaise du Ouadi-el-Qarn
12,155.0,Corynephorus deschampsioides,S.,A.L.,Jab. Gharbi
0,155.0,Pilgerochloablanche!,L.,Mm.,'Aïn Zehalta
1,155.0,Pilgerochloablanche!,L.,Mm.,Roueissat
2,155.0,Pilgerochloablanche!,L.,Mm.,Kfar Selouane
3,155.0,Pilgerochloablanche!,L.,Mm.,Cèdres de Hadeth
4,155.0,Pilgerochloablanche!,L.,Mm.,Hadeth
5,155.0,Pilgerochloablanche!,L.,Mm.,Col de Zahlé
6,155.0,Pilgerochloablanche!,L.,Mm.,Jab. Kneissé
7,155.0,Pilgerochloablanche!,L.,Mm.,Nord de Falougha
8,155.0,Pilgerochloablanche!,L.,Ve.,'Aïnata
9,155.0,Pilgerochloablanche!,S.,Sy.,Homs
10,155.0,Pilgerochloablanche!,S.,K.D.,Kutchuk Darmik
11,155.0,Pilgerochloablanche!,S.,Haw.,Mass'adé
12,155.0,Pilgerochloablanche!,S.,Haw.,N. de Qneitra
13,155.0,Pilgerochloablanche!,S.,JD.,Qrayé-Kafer
14,155.0,Pilgerochloablanche!,S.,JD.,Kafer
15,155.0,Pilgerochloablanche!,S.,JD.,Soueidâ-Sâlé
16,155.0,Pilgerochloablanche!,S.,JD.,au-dessus de Soueida
17,155.0,Pilgerochloablanche!,S.,JD.,Tell Qpuleib
18,155.0,Pilgerochloablanche!,S.,JD.,Soueida
19,155.0,Pilgerochloablanche!,S.,JD.,NW. de Salkhad
20,155.0,Pilgerochloablanche!,S.,JD.,. Qanaouat
21,155.0,Pilgerochloablanche!,S.,St.,Jab. Dibsi
0,155.0,Gaudinopsis màcra,L.,Sji.,Baalbeck
1,155.0,Gaudinopsis màcra,L.,Sji.,'Aïn Bourdaï
2,155.0,Gaudinopsis màcra,S.,Sy.,Alep
3,155.0,Gaudinopsis màcra,S.,NLatt.,'Aïn Haramiyé
4,155.0,Gaudinopsis màcra,S.,NLatt.,Kizil Dagh
5,155.0,Gaudinopsis màcra,S.,HJ.,Région du Khabour
6,155.0,Gaudinopsis màcra,S.,HJ.,Tigre
7,155.0,Gaudinopsis màcra,S.,A.L.,Zebdani-Tékiyé
8,155.0,Gaudinopsis màcra,S.,A.L.,Jdeidé- Ouadi Barada
9,155.0,Gaudinopsis màcra,S.,A.L.,Jab. Qebli
10,155.0,Gaudinopsis màcra,S.,A.L.,Qtaifé
11,155.0,Gaudinopsis màcra,S.,A.L.,Qprnet Mas'adi
12,155.0,Gaudinopsis màcra,S.,JD.,Tell Qpuleib
13,155.0,Gaudinopsis màcra,S.,St.,Snou Fadel
0,156.0,Trisetariacavanillesii,S.,Dam.,'Adra
1,156.0,Trisetariacavanillesii,S.,Sy.,Qala'at Nejm près de l'Euphrate
2,156.0,Trisetariacavanillesii,S.,St.,Meskène
3,156.0,Trisetariacavanillesii,S.,St.,15 km. N. de 'Aïn Beida
0,156.0,Trisetaria linearis,S.,St.,Vers Palmyre
1,156.0,Trisetaria linearis,S.,St.,NW. du Jabal Bichri
2,156.0,Trisetaria linearis,S.,St.,45 km. NW. de Deir-ez-Zor
3,156.0,Trisetaria linearis,S.,HJ.,Deirik
4,156.0,Trisetaria linearis,S.,HJ.,.
0,157.0,Trisetaria koelerioides,L.,Ctlitt.,Sables au sud de Beyrouth
1,157.0,Trisetaria koelerioides,L.,Ctlitt.,Tripoli
2,157.0,Trisetaria koelerioides,L.,Mi.,Sous Beit Méri
3,157.0,Trisetaria koelerioides,L.,Mi.,Qrayé
4,157.0,Trisetaria koelerioides,S.,Ctlitt.,Tartous
0,157.0,Trisetaria fiavescens,L.,Mi.,'Antoura
1,157.0,Trisetaria fiavescens,L.,Mi.,Harajel
2,157.0,Trisetaria fiavescens,L.,Mi.,Chahtoul
3,157.0,Trisetaria fiavescens,L.,Mm.,Towmat Jezzine
4,157.0,Trisetaria fiavescens,L.,Mm.,Jab. Barouk
5,157.0,Trisetaria fiavescens,L.,Mm.,Col de Zahlé
6,157.0,Trisetaria fiavescens,L.,Mm.,Khan Sannine
7,157.0,Trisetaria fiavescens,L.,Mm.,Cèdres
8,157.0,Trisetaria fiavescens,L.,Mm.,Hadeth
9,157.0,Trisetaria fiavescens,L.,Ve.,Au-dessus de Jdita
10,157.0,Trisetaria fiavescens,L.,A.L.,Ouadi-el-Qarn
11,157.0,Trisetaria fiavescens,L.,A.L.,côté Liban
12,157.0,Trisetaria fiavescens,S.,A.L.,Ouadi-el-Qarn
13,157.0,Trisetaria fiavescens,S.,A.L.,côté syrien
14,157.0,Trisetaria fiavescens,S.,A.L.,. Au-dessus de Bloudane
0,158.0,Avena sativa,S.,NLatt.,Ôuadi Qandil
1,158.0,Avena sativa,S.,JD.,Au-dessus de Soueida
2,158.0,Avena sativa,S.,HJ.,Qamechliyé
3,158.0,Avena sativa,S.,HJ.,Pb
0,159.0,Avena clauda,S.,Dam.,Jab. Qasyoun
1,159.0,Avena clauda,S.,HJ.,Tell 'Alo
2,159.0,Avena clauda,S.,HJ.,Désert de Khabour
3,159.0,Avena clauda,S.,HJ.,N. de Raqqa
4,159.0,Avena clauda,S.,HJ.,50 km. N. de Deir-ez-Zor
5,159.0,Avena clauda,S.,St.,Sialé au S. d'Alep
6,159.0,Avena clauda,S.,St.,SE. du Jab. Abiad
0,159.0,Avena pilosa,L.,Met.,'Ammiq
1,159.0,Avena pilosa,S.,K.D.,Kurd Dagh
2,159.0,Avena pilosa,S.,Sy.,Alep
3,159.0,Avena pilosa,S.,Sy.,Qasr-el-Banat
4,159.0,Avena pilosa,S.,Sy.,Oudéhi
5,159.0,Avena pilosa,S.,Dam.,Douma
0,159.0,Avena sterilis,L.,Ct.,Saïda
1,159.0,Avena sterilis,L.,Ct.,Khaldé
2,159.0,Avena sterilis,L.,Ct.,Beyrouth
3,159.0,Avena sterilis,L.,Ct.,Nahr Damour
4,159.0,Avena sterilis,L.,Ct.,Nahr Beyrouth
5,159.0,Avena sterilis,L.,Ct.,Qalmoun
6,159.0,Avena sterilis,L.,Ct.,Tripoli
7,159.0,Avena sterilis,L.,Mi.,Jamhour
8,159.0,Avena sterilis,L.,Mi.,'Achqout
9,159.0,Avena sterilis,L.,Mi.,Bikfaya
10,159.0,Avena sterilis,L.,Mi.,Mrouj
11,159.0,Avena sterilis,L.,Mi.,Douma
12,159.0,Avena sterilis,L.,Mi.,Ras-el-Meten
13,159.0,Avena sterilis,L.,Mi.,'Aley
14,159.0,Avena sterilis,L.,Mm.,Roueissat
15,159.0,Avena sterilis,L.,Mm.,Dimane
16,159.0,Avena sterilis,L.,Mm.,Qannoubine
17,159.0,Avena sterilis,L.,Hem.,Hasbaya
18,159.0,Avena sterilis,L.,Met.,Zahlé
19,159.0,Avena sterilis,L.,Met.,Chtaura
20,159.0,Avena sterilis,L.,Met.,Ferme A.U.B.
21,159.0,Avena sterilis,S.,Sy.,'Afrine
22,159.0,Avena sterilis,S.,Sy.,Homs-Hama
23,159.0,Avena sterilis,S.,Sy.,Alep
24,159.0,Avena sterilis,S.,A.L.,Bloudane
25,159.0,Avena sterilis,S.,HJ.,Khabour
26,159.0,Avena sterilis,S.,Dam.,Ghouta
27,159.0,Avena sterilis,S.,Dam.,Jab. Qasyoun
28,159.0,Avena sterilis,S.,Dam.,W. de Damas
29,159.0,Avena sterilis,S.,Haw.,Mass'adé
30,159.0,Avena sterilis,S.,JD.,Soueida
31,159.0,Avena sterilis,S.,Sud.,Banias
0,160.0,Àvenaalba,L.,Ct.,Saïda
1,160.0,Àvenaalba,L.,Ct.,Beyrouth et environs
2,160.0,Àvenaalba,L.,Ct.,Nahr-el-Kelb
3,160.0,Àvenaalba,L.,Ct.,Jounié
4,160.0,Àvenaalba,L.,Ct.,Tripoli et environs
5,160.0,Àvenaalba,L.,Mi.,'Abey
6,160.0,Àvenaalba,L.,Mi.,'Aley
7,160.0,Àvenaalba,L.,Mi.,Deir-el-Qamar
8,160.0,Àvenaalba,L.,Mi.,Bzoummar
9,160.0,Àvenaalba,L.,Mi.,'Antoura
10,160.0,Àvenaalba,L.,Mi.,Terbol
11,160.0,Àvenaalba,L.,Mm.,Roueissat
12,160.0,Àvenaalba,L.,Mm.,Dahr-el-Baïdar
13,160.0,Àvenaalba,L.,Met.,Zahlé
14,160.0,Àvenaalba,L.,Sud.,ﬁarada
15,160.0,Àvenaalba,L.,Sud.,. Tayyibé
16,160.0,Àvenaalba,S.,Mi.,Haffé
17,160.0,Àvenaalba,S.,NLatt.,'Ain Haramiyé
18,160.0,Àvenaalba,S.,Sy.,Alep
19,160.0,Àvenaalba,S.,Sy.,Tell Bouada
20,160.0,Àvenaalba,S.,HJ.,Bords du Tigre
21,160.0,Àvenaalba,S.,Homs.,Entre Qala'at-el-Hosn et Tell-ed-Dan
22,160.0,Àvenaalba,S.,Homs.,entre Homs et Tell Kalakh
23,160.0,Àvenaalba,S.,Hour.,Sanamein
24,160.0,Àvenaalba,S.,Hour.,Mzerib
25,160.0,Àvenaalba,S.,JD.,Qrayé-Kafer
26,160.0,Àvenaalba,S.,JD.,Tell Chihane
27,160.0,Àvenaalba,S.,JD.,. Fontaine des Bédouins
28,160.0,Àvenaalba,S.,St.,Qaryatein
29,160.0,Àvenaalba,S.,St.,Reese
30,160.0,Àvenaalba,S.,St.,Mt
31,160.0,Àvenaalba,S.,"wiestii),",Jab. Abou Qpsh
32,160.0,Àvenaalba,S.,"wiestii),",El- Hass
33,160.0,Àvenaalba,S.,"wiestii),",Abou Chamate
34,160.0,Àvenaalba,S.,"wiestii),",Palmyre
35,160.0,Àvenaalba,S.,"wiestii),",Ouadi-el-Miyah
36,160.0,Àvenaalba,S.,"wiestii),",E. de Palmyre
37,160.0,Àvenaalba,S.,"wiestii),",11 km. de Deir- ez-Zor
38,160.0,Àvenaalba,S.,"wiestii),",'Aïn Beida
0,160.0,A vena pratensis,S.,Mi.,Sahyoun
1,160.0,A vena pratensis,S.,Mm.,Slenfé
2,160.0,A vena pratensis,S.,Mm.,Jaoubat Bourghal
0,161.0,Avena convoluta,L.,Mi.,Au-dessus de 'Aïnab
1,161.0,Avena convoluta,S.,Mi.-Mm.,Col de Massiaf
2,161.0,Avena convoluta,S.,Mi.-Mm.,Slenfé
0,161.0,Arrenatherum elatius,L.,Mm.,Cèdres de Ma'asser
1,161.0,Arrenatherum elatius,L.,Mm.,Hadeth-al-Joubbé
2,161.0,Arrenatherum elatius,L.,Mm.,Cèdres de Hadeth
3,161.0,Arrenatherum elatius,L.,Mm.,au- dessus de Bcharré
4,161.0,Arrenatherum elatius,L.,Mm.,Cèdres de Bcharré
5,161.0,Arrenatherum elatius,S.,Mm.,Signal de Rouadi
0,162.0,Arrhenatherum palaestinum,L.,Mi.,Feitroun
1,162.0,Arrhenatherum palaestinum,L.,Mi.,entre Ma'asser ech-Chouf et les Cèdres
2,162.0,Arrhenatherum palaestinum,L.,Mi.,Ehmej
3,162.0,Arrhenatherum palaestinum,L.,Mi.,Roueissat
4,162.0,Arrhenatherum palaestinum,L.,Mm.,Ehden
5,162.0,Arrhenatherum palaestinum,L.,Mm.,Hasroun
6,162.0,Arrhenatherum palaestinum,L.,Mm.,Towmat Jezzine
7,162.0,Arrhenatherum palaestinum,L.,Mm.,Sud de Khan Sannine
8,162.0,Arrhenatherum palaestinum,L.,Mm.,Col de Zahlé
9,162.0,Arrhenatherum palaestinum,L.,Mm.,Est de Barouk
10,162.0,Arrhenatherum palaestinum,L.,Ve.,Mchaitiyé-'Aïnata
11,162.0,Arrhenatherum palaestinum,L.,Met.,Chtaura
12,162.0,Arrhenatherum palaestinum,L.,Herm.,Route de Yanta
13,162.0,Arrhenatherum palaestinum,S.,Mi.,Haffé-Slenfé
14,162.0,Arrhenatherum palaestinum,S.,Mm.,Slenfé
15,162.0,Arrhenatherum palaestinum,S.,Sy.,Alep
16,162.0,Arrhenatherum palaestinum,S.,K.D.,Kutchuk Darmik
17,162.0,Arrhenatherum palaestinum,S.,A.L.,Ouadi-el-Qarn
18,162.0,Arrhenatherum palaestinum,S.,Dam.,Damas
19,162.0,Arrhenatherum palaestinum,S.,Haur.,Mass'adé
20,162.0,Arrhenatherum palaestinum,S.,J.D.,Soueida
21,162.0,Arrhenatherum palaestinum,S.,J.D.,Mess'ad Tell Ahmar
22,162.0,Arrhenatherum palaestinum,S.,J.D.,Sâlé-Roucheidé
23,162.0,Arrhenatherum palaestinum,S.,J.D.,Tell Qpuleib
0,162.0,Arrhenatherum kotschyi,L.,Mm.,Est de Barouk
1,162.0,Arrhenatherum kotschyi,L.,Mm.,'Aïn Saoua'ir
2,162.0,Arrhenatherum kotschyi,L.,Mm.,Cèdres
3,162.0,Arrhenatherum kotschyi,L.,Me.,Col des Cèdres
4,162.0,Arrhenatherum kotschyi,L.,Ve.,Entre Karacol Metiouhane et Niha
5,162.0,Arrhenatherum kotschyi,L.,Sy.,Baalbeck
6,162.0,Arrhenatherum kotschyi,L.,Herm.,Route de Yanta
7,162.0,Arrhenatherum kotschyi,S.,A.L.,Madaya
8,162.0,Arrhenatherum kotschyi,S.,A.L.,Jab. Qebli
9,162.0,Arrhenatherum kotschyi,S.,A.L.,Qprnet Mas'adé
10,162.0,Arrhenatherum kotschyi,S.,A.L.,au-dessus de Bloudane
11,162.0,Arrhenatherum kotschyi,S.,A.L.,Ma'aret- el-Bach
12,162.0,Arrhenatherum kotschyi,S.,A.L.,Tala'at Moussa
13,162.0,Arrhenatherum kotschyi,S.,Dam.,Jabal Qasyoun
14,162.0,Arrhenatherum kotschyi,S.,Dam.,Doummar
15,162.0,Arrhenatherum kotschyi,S.,J.D.,Qrayé- Kafer
16,162.0,Arrhenatherum kotschyi,S.,J.D.,Kafer
0,162.0,Lycochloa avenacea,L.,Ct.,Nahr-el-Kelb
1,162.0,Lycochloa avenacea,L.,"classicus,",d'origine très probablement adventice
2,162.0,Lycochloa avenacea,L.,Mi.,Entre Bhamdoun et Qrayé
3,162.0,Lycochloa avenacea,L.,Mi.,Chir-el-Beidan
4,162.0,Lycochloa avenacea,L.,Mi.,au-dessus d'Aramoun
5,162.0,Lycochloa avenacea,L.,Mi.,Ghiné
0,163.0,Gaudinia fragilis,L.,Ct.,Beyrouth
1,163.0,Gaudinia fragilis,L.,Ct.,Tripoli
2,163.0,Gaudinia fragilis,L.,Mi.,Sous Beit Méri
3,163.0,Gaudinia fragilis,L.,Mi.,Beyrouth à Broum- mana
4,163.0,Gaudinia fragilis,L.,Mi.,Terbol
5,163.0,Gaudinia fragilis,S.,WHoms.,Qala'at-el-Hosn
6,163.0,Gaudinia fragilis,S.,Dam.,Damas
7,163.0,Gaudinia fragilis,S.,Sud.,Banias
0,163.0,Koeleria nitidula,S.,Mm.,Sommet de la chaîne alaouite
1,163.0,Koeleria nitidula,S.,Mm.,au-dessus de Slenfé
0,164.0,Koeleria phleoides (Vili.),L.,Ct.,Échelles de Tyr
1,164.0,Koeleria phleoides (Vili.),L.,Ct.,Tyr
2,164.0,Koeleria phleoides (Vili.),L.,Ct.,Saïda
3,164.0,Koeleria phleoides (Vili.),L.,Ct.,Beyrouth
4,164.0,Koeleria phleoides (Vili.),L.,Ct.,Dbayé
5,164.0,Koeleria phleoides (Vili.),L.,Ct.,Tripoli
6,164.0,Koeleria phleoides (Vili.),L.,Ct.,Beyrouth sur le bord de la mer
7,164.0,Koeleria phleoides (Vili.),L.,Ct.,Batroun
8,164.0,Koeleria phleoides (Vili.),L.,Ct.,Nahr-el-Kelb
9,164.0,Koeleria phleoides (Vili.),L.,Ct.,Hazmiyé près Beyrouth.
10,164.0,Koeleria phleoides (Vili.),L.,Ct.,Saïda
11,164.0,Koeleria phleoides (Vili.),L.,Ct.,Sa'adiyat
12,164.0,Koeleria phleoides (Vili.),L.,Ct.,Beyrouth
13,164.0,Koeleria phleoides (Vili.),L.,Ct.,Tripoli
14,164.0,Koeleria phleoides (Vili.),L.,Ct.,Saïda
15,164.0,Koeleria phleoides (Vili.),L.,Ct.,Tyr
16,164.0,Koeleria phleoides (Vili.),L.,Ct.,. Broummana
17,164.0,Koeleria phleoides (Vili.),L.,Mi.,'Asfouriyé
18,164.0,Koeleria phleoides (Vili.),L.,Mi.,Bzoummar
19,164.0,Koeleria phleoides (Vili.),L.,Mi.,Qprnayel-Salima
20,164.0,Koeleria phleoides (Vili.),L.,Mi.,Beit Méri
21,164.0,Koeleria phleoides (Vili.),L.,Mi.,Broummana
22,164.0,Koeleria phleoides (Vili.),L.,Mi.,J. Terbol
23,164.0,Koeleria phleoides (Vili.),L.,Mi.,Ehmej
24,164.0,Koeleria phleoides (Vili.),L.,Mm.,Roueissat
25,164.0,Koeleria phleoides (Vili.),L.,Mm.,Qannoubine
26,164.0,Koeleria phleoides (Vili.),L.,Met.,Chtaura
27,164.0,Koeleria phleoides (Vili.),L.,Ctlitt.,Nord de Tyr
28,164.0,Koeleria phleoides (Vili.),L.,Ctlitt.,près de la mer
29,164.0,Koeleria phleoides (Vili.),L.,Ctlitt.,Saïda
30,164.0,Koeleria phleoides (Vili.),L.,Ctlitt.,en abondance
31,164.0,Koeleria phleoides (Vili.),L.,Ctlitt.,Bey- routh
32,164.0,Koeleria phleoides (Vili.),L.,Ctlitt.,Tripoli
33,164.0,Koeleria phleoides (Vili.),S.,Ct.,Nahr Abrache
34,164.0,Koeleria phleoides (Vili.),S.,Ct.,Sud de Banias
35,164.0,Koeleria phleoides (Vili.),S.,A.L.,Ma'loula
36,164.0,Koeleria phleoides (Vili.),S.,Fam.,Damas
37,164.0,Koeleria phleoides (Vili.),S.,Fam.,Doummar
38,164.0,Koeleria phleoides (Vili.),S.,Sj.,Hama
39,164.0,Koeleria phleoides (Vili.),S.,Sj.,Jab. Sema'ane
40,164.0,Koeleria phleoides (Vili.),S.,Sj.,Alep
41,164.0,Koeleria phleoides (Vili.),S.,Sj.,25 km. d'Alep
42,164.0,Koeleria phleoides (Vili.),S.,HJ.,Khatouniyé
43,164.0,Koeleria phleoides (Vili.),S.,HJ.,Jab. 'Abd- el-'Aziz
44,164.0,Koeleria phleoides (Vili.),S.,HJ.,Tigre
45,164.0,Koeleria phleoides (Vili.),S.,Haur.,Mass'adé
46,164.0,Koeleria phleoides (Vili.),S.,Haur.,N. de Qneitra
47,164.0,Koeleria phleoides (Vili.),S.,J.D.,Soueida-Sâlé
48,164.0,Koeleria phleoides (Vili.),S.,J.D.,Tell Ahmar
49,164.0,Koeleria phleoides (Vili.),S.,J.D.,Chahba
50,164.0,Koeleria phleoides (Vili.),S.,J.D.,Tell Chihane
51,164.0,Koeleria phleoides (Vili.),S.,St.,Palmyre
52,164.0,Koeleria phleoides (Vili.),S.,St.,El Qpum
53,164.0,Koeleria phleoides (Vili.),S.,St.,Qasr-el-Ffaïr
54,164.0,Koeleria phleoides (Vili.),S.,St.,Arak
55,164.0,Koeleria phleoides (Vili.),S.,St.,Tell Daba'
56,164.0,Koeleria phleoides (Vili.),S.,St.,Jabal Abiad
57,164.0,Koeleria phleoides (Vili.),S.,St.,Meskène
58,164.0,Koeleria phleoides (Vili.),S.,St.,Jab. Bichri
59,164.0,Koeleria phleoides (Vili.),S.,St.,Abou Chamate
60,164.0,Koeleria phleoides (Vili.),S.,St.,45 km. d'Alep
61,164.0,Koeleria phleoides (Vili.),S.,NO ITALICS,"S. Alep (Hkn), Qaryatein, Palmyre (Mt)."
62,164.0,Koeleria phleoides (Vili.),S.,Sud.,Hammé
63,164.0,Koeleria phleoides (Vili.),S.,Dam.,Doummar
0,165.0,Antinoria insulari s,S.,Sud.,Vers Qneitra
0,166.0,Aira elegans,L.,Ct.,Beyrouth
1,166.0,Aira elegans,L.,Mi.,Blaibel
2,166.0,Aira elegans,L.,Mi.,sous Beit Méri
3,166.0,Aira elegans,L.,Mi.,Beit Méri
4,166.0,Aira elegans,L.,Mi.,'Araya
5,166.0,Aira elegans,L.,Mi.,Bikfaya
6,166.0,Aira elegans,L.,Mi.,Ras Maska près Tripoli
7,166.0,Aira elegans,L.,Mm.,Hadeth
8,166.0,Aira elegans,L.,Mm.,Bân
9,166.0,Aira elegans,L.,Mm.,Jab. Kneissé
10,166.0,Aira elegans,L.,Mm.,Hasbaya-Jezzine
11,166.0,Aira elegans,L.,Herm.,Hasbaya
12,166.0,Aira elegans,L.,'Akkar.,Menges
0,166.0,Schismus arabicus,L.,Ctlitt.,Sables au S. de Beyrouth
1,166.0,Schismus arabicus,L.,Ctlitt.,Bir Hassen
2,166.0,Schismus arabicus,L.,Ctlitt.,Borj Brajné
3,166.0,Schismus arabicus,L.,Sy.,Baalbeck
4,166.0,Schismus arabicus,L.,St.,Hermel
5,166.0,Schismus arabicus,L.,St.,Sources de l'Oronte
6,166.0,Schismus arabicus,L.,St.,Nord de Qa'a
7,166.0,Schismus arabicus,S.,Sy.,Alep
8,166.0,Schismus arabicus,S.,Sy.,Tell Bouada
9,166.0,Schismus arabicus,S.,Sy.,Joubb-es-Safa
10,166.0,Schismus arabicus,S.,Dam.,Jabal Qasyoun
11,166.0,Schismus arabicus,S.,Dam.,Ghoslaniyé
12,166.0,Schismus arabicus,S.,Dam.,Damas-Qaeitra
13,166.0,Schismus arabicus,S.,H.J.,Abou Tchéri
14,166.0,Schismus arabicus,S.,J.D.,Soueida
15,166.0,Schismus arabicus,S.,St.,Qaryatein
16,166.0,Schismus arabicus,S.,St.,Palmyre
17,166.0,Schismus arabicus,S.,St.,S. de Qaryatein
18,166.0,Schismus arabicus,S.,St.,N. de T 3
19,166.0,Schismus arabicus,S.,St.,Hafar
20,166.0,Schismus arabicus,S.,St.,Jab. Bichri
21,166.0,Schismus arabicus,S.,St.,Baghouse
0,167.0,Sesleria anatolica,L.,Mm.,Cèdres
1,167.0,Sesleria anatolica,L.,Mm.,. Cèdres
2,167.0,Sesleria anatolica,L.,Mm.,Ehden
3,167.0,Sesleria anatolica,L.,Mtn.-Me.,Bchennata
4,167.0,Sesleria anatolica,L.,Mtn.-Me.,Ehden
5,167.0,Sesleria anatolica,L.,Mtn.-Me.,Naba'l-Hadid
6,167.0,Sesleria anatolica,L.,Mtn.-Me.,Makmel
7,167.0,Sesleria anatolica,L.,Mtn.-Me.,. Jabal Qala'at Badra au-dessus de Mayrouba
8,167.0,Sesleria anatolica,L.,Mtn.-Me.,Sir-ed-Dennié
9,167.0,Sesleria anatolica,L.,Mtn.-Me.,Jab. Sannine
10,167.0,Sesleria anatolica,L.,Mtn.-Me.,Jab. Kneissé
11,167.0,Sesleria anatolica,L.,Mtn.-Me.,Qala'at Arrouba
12,167.0,Sesleria anatolica,L.,Mtn.-Me.,Jab. Qamou'a
13,167.0,Sesleria anatolica,L.,Mtn.-Me.,Sud de Laqlouq
14,167.0,Sesleria anatolica,L.,Mtn.-Me.,JourdHasroun
15,167.0,Sesleria anatolica,S.,Mm.,Slenfé
0,167.0,Ammochloa palaestina,L.,Ctlitt.,Sables au sud de Tyr
1,167.0,Ammochloa palaestina,L.,Ctlitt.,et près d'Aouza'i
2,167.0,Ammochloa palaestina,S.,St.,Palmyre
