,closest_genus,closest_epithet,closest_infra_type,closest_infra_name,authors
2907,Filago,arvensis,,,L.  
2915,Filago,contracta,,,(Boiss.) Chrtek et Holub  
2921,Filago,desertorum,,,Pomel  
2924,Filago,eriocephala,,,Gusş.  
2927,Filago,eriosphaera,,,(Boiss. et Heldr.) Chrtek et
2933,Filago,Holub ,,,
2934,Filago,gallica,,,L.  
2951,Filago,palaestina,,,(Boiss.) Chrtek et Holub 
2956,Filago,pygmaea,,,L. 
2958,Filago,pyramidata,,,L. 
2967,Fontanesia,,var.,prostrata,Labili. 
2969,Fontanesia,phillyreoides,,,Labili. 
2971,Francoeuria,,,,Cass. 
2976,Francoeuria,undulata,,,(L.) Lack 
2979,Fraxinus,,,,L.  
2982,Fraxinus,excelsior,,,L.  
2985,Fraxinus,ornus,,,L.  
2993,Fraxinus,syriaca,,,Boiss.  
2996,Galium,,,,L. 
3000,Galium,aparine,,,L. 
3015,Galium,aureum,,,Vis. 
3017,Galium,bassitense,,,Thiéb. 
3022,Galium,bracteatum,,,Boiss. 
3024,Galium,canum,,,Requien 
3027,Galium,canum,var.,musciforme,Boiss. 
3031,Galium,cassium,,,Boiss.  
3037,Galium,chaetopodum,,,Rech.  fil.  
3041,Galium,constrictum,,,Schaub. 
3056,Galium,divaricatum,,,Lam.  
3070,Galium,hierosolymitanum,,,L.  
3073,Galium,humifusum,,,M. Bieb.
3076,Galium,incanum,,,Sibth. et Sm.
3080,Galium,judaicum,,,Boiss.
3082,Galium,jungermannioides,,,Boiss.
3084,Galium,libanoticum,,,Ehrendorfer
3088,Galium,murale,,,(L.) AU.
3093,Galium,nigricans,,,Boiss.
3096,Galium,nigricans,var.,brachychaetum,Boiss.
3103,Galium,parisiense,,,L.
3108,Galium,peplidifolium,,,Boiss.
3110,Galium,pestalozzae,,,Boiss.
3113,Galium,pestalozzae,f.,ehrenbergii,(Boiss.) Ehrendorfer
3118,Galium,pisiferum,,,Boiss.
3120,Galium,prusense,,,C. Koch
3130,Galium,samuelssonii,,,Ehrendorfer
3133,Galium,samuelssonii,var.,pseudadhaerens,Ehrendorfer
3143,Galium,setaceum,,,Lam.
3146,Galium,setaceum,subsp.,decaisnei,(Boiss.) Ehrendorfer
3149,Galium,spurium,,,L.
3153,Galium,tenuissimum,,,M. Bieb.
3156,Galium,thiebautii,,,Ehrendorfer
3158,Galium,thiebautii,,,x canum
3165,Galium,tricornutum,,,Dandy
3167,Galium,verrucosum,,,Hudson
3169,Galium,verticillatum,,,Danth.
3171,Galium,verum,,,L.
3176,Garhadiolus,,,,Jaub. et Spach
3180,Garhadiolus,hamosus,,,Boiss. et Hausskn.
3184,Garhadiolus,hedypnois,,,(Fisch. et C.A. Meyer) Jaub.
3190,Garhadiolus,et,,,Spach
3192,Garhadiolus,papposus,,,Boiss. et Buhse
3196,Gastrocotyle,,,,(Bunge) Benth. et Hook.
3201,Gastrocotyle,hispida,,,(Forssk.) C.B. Clarke
3205,Gentiana,,,,L.
3211,Gentiana,olivieri,,,Griseb.
3232,Globularia,,,,L.
3234,Globularia,trichosantha,,,Fisch. et Mey.
3238,Gnaphalium,,,,L.
3244,Gnaphalium,luteo-album,,,L.
3258,Gnaphalium,uliginosum,,,L.
3267,Goniolimon,,,,Boiss.
3269,Goniolimon,collinum,,,(Griseb.) Boiss.
3272,Guizotia,,,,Cass.
3274,Guizotia,abyssinica,,,(L.fil.) Cass.
3277,Gundelia,,,,L.
3279,Gundelia,tournefortii,,,L.
3281,Gymnarrhena,,,,Desf.
3283,Gymnarrhena,micrantha,,,Desf. H
3302,Hedypnois,,,,Schreber  
3305,Hedypnois,eretica,,,(L.) Dum.-Cours. 
3309,Hedypnois,eretica,subsp.,monspeliensis,(Willd.) Murb.
3317,Hedypnois,rhagadioloides,,,(L.) F.W. Schmidt 
3322,Hedypnois,rhagadioloides,subsp.,tubiformis,(Ten.) Murb. 
3327,Helichrysum,,,,Mill. 
3331,Helichrysum,arenarium,,,(L.) Moench
3335,Helichrysum,arenarium,subsp.,aucheri,(Boiss.) Davis et Ku-
3341,Helichrysum,armenium,,,DC.
3344,Helichrysum,armenium,subsp.,armenium ,
3352,Helichrysum,conglobatum,,,(Viv.) Steudel 
3356,Helichrysum,conglobatum,subsp.,conglobatum,
3359,Helichrysum,pallasii,,,(Sprengel) Ledeb. 
3362,Helichrysum,plicatum,,,DC.
3365,Helichrysum,plicatum,subsp.,plicatum ,
3366,Helichrysum,pygmaeum,,,Post 
3368,Helichrysum,sanguineum,,,(L.) Kostel 
3387,Helichrysum,virgineum,,,DC.  
3390,Heliotropium,,,,L. 
3394,Heliotropium,bovei,,,Boiss. 
3396,Heliotropium,dolosum,,,De Not.  
3416,Heliotropium,Schrank ,,,
3417,Heliotropium,greuteri,,,Riedl  
3420,Heliotropium,hirsutissimum,,,Grauer  
3423,Heliotropium,lasiocarpum,,,Fisch. et Mey. 
3429,Heliotropium,myosotoides,,,Banks et Sol.  
3440,Heliotropium,ramosissimum,,,(Lehm.) DC.  
3444,Heliotropium,rotundifolium,,,Sieb. ex Lehm. 
3448,Heliotropium,schweinfurthii,,,Boiss. 
3450,Heliotropium,supinum,,,L. 
3468,Heterocaryum,,,,A. DC.  
3487,Heterocaryum,subsessile,,,Vatke 
3489,Heterocaryum,szovitsianum,,,(Fisch. et Mey.) A. DC.  
3496,Hieracium,,,,L. 
3505,Hieracium,bauhinii,,,Besser 
3507,Hieracium,kneissaeum,,,Mouterde 
3519,Hieracium,procerum,,,Fries
3522,Hieracium,procerum,subsp.,procerum,
3525,Hieracium,schmidtii,,,agg.
3533,Hormuzakia,,,,Guşul.
3535,Hormuzakia,aggregata,,,(Lehm.) Guşul.
3538,Hyoscyamus,,,,L.
3540,Hyoscyamus,albu^L.,,,
3544,Hyoscyamus,aureus,,,L'.
3548,Hyoscyamus,desertorum,,,(Asch.) Tăck.
3551,Hyoscyamus,muticus,,,L.
3553,Hyoscyamus,niger,,,L.
3555,Hyoscyamus,pusillus,,,L.
3557,Hyoscyamus,reticulatus,,,L.
3560,Hyoscyamus,reticulatus,var.,integrifolius,Boiss.
3562,Hyoseris,,var.,integrifolius,L.
3568,Hyoseris,scabra,,,L.
3570,Hypochoeris,,,,L.
3577,Hypochoeris,glabra,,,L. I
3580,Ifloga,,,,Gass.
3582,Ifloga,spicata,,,(Forssk.) Schultz Bip.
3586,Inula,,,,L.
3592,Inula,crithmoides,,,L.
3599,Inula,graveolens,,,(L.) Desf.
3602,Inula,heterolepis,,,Boiss.
3604,Inula,salicina,,,L.
3608,Inula,viscosa,,,(L.) Aiton
3611,Inula,vulgaris,,,(Lam.) Trevisan
3614,Ipomoea,,,,L.
3621,Ipomoea,palmata,,,Forssk.
3623,Ipomoea,sagittata,,,Poir.
3625,Ipomoea,stolonifera,,,(Cyr.) J.F. Gmel. J
3630,Jasminum,,,,Tourn.
3632,Jasminum,fruticans,,,L.
3634,Jurinea,,,,Cass.
3636,Jurinea,mesopotamica,,,Hand.-Mazz.
3638,Jurinea,staehelinae,,,(DC.) Boiss.
3660,Kickxia,,,,Dumort.
3662,Kickxia,aegyptiaca,,,(L.) Nàbëlek
3665,Kickxia,commutata,,,(Bernh.) Fritsch
3669,Kickxia,commutata,var.,polygonoides,(Rev.) Cufodontis
3672,Kickxia,elatine,,,(L.) Dumort.
3675,Kickxia,gombaultii,,,(Thiéb.) Mouterde
3678,Kickxia,lanigera,,,(Desf.) Hand.-Mazz.
3681,Kickxia,sieberi,,,(Reichenb.) Dôrfl.
3684,Kickxia,spuria,,,(L.) Dumort.
3687,Knautia,,,,L.
3689,Knautia,bidens,,,(Sibth. et Sm.) Boiss.
3700,Knautia,integrifolia,,,(L.) Bert.
3708,Knautia,integrifolia,var.,integrifolia,
3711,Koelpinia,,,,Pallas
3713,Koelpinia,linearis,,,Pallas L
3716,Lactuca,,,,L.
3718,Lactuca,aculeata,,,Boiss. et Kotschy
3729,Lactuca,saligna,,,L.
3733,Lactuca,serriola,,,L.
3744,Lactuca,undulata,,,Ledeb.
3758,Lallemantia,,,,Fisch. et Mey.
3762,Lallemantia,iberica,,,(Bieb.) Fisch. et Mey.
3767,Lallemantia,royleana,,,Benth. in DC.
3771,Lamium,,,,L.
3774,Lamium,,adoxifolium,Hand.-Mazz.,NOUVELLE
3776,Lamium,aleppicum,,,Boiss. et Hausskn. 
3780,Lamium,amplexicaule,,,L. 
3785,Lamium,ehrenbergii,,,Boiss. et Reut. 
3789,Lamium,macrodon,,,Boiss. et Huet 
3793,Lamium,moschatum,,,Mill. 
3795,Lamium,purpureum,,,L. 
3797,Lamium,reniforme,,,Montb. et Auch. 
3801,Lamium,striatum,,,Sibth. et Sm.  
3807,Lamium,striatum,var.,minus,Boiss. 
3812,Lamium,truncatum,,,Boiss. 
3814,Lamium,veronicifolium,,,Benth. 
3820,Lappula,,,,Gilib.  
3823,Lappula,barbata,,,(Bieb.) Gûrke  
3828,Lappula,barbata,var.,barbata ,
3830,Lappula,barbata,var.,cariensis,(Boiss.) Brand 
3833,Lappula,sessiliflora,,,(Boiss.) Giirke  
3837,Lappula,sinaica,,,(DC.) Asch. et Schweinf. 
3842,Lappula,spinocarpos,,,(Forssk.) Asch. ex O.
3847,Lappula,Kuntze ,,,
3848,Lapsana,,,,L. 
3850,Lapsana,communis,,,L. 
3853,Lapsana,communis,subsp.,ramosissima,(Boiss.) Rech.
3871,Lasiopogon,,,,Desf. 
3873,Lasiopogon,muscoides,,,(Desf.) DC.  
3877,Launaea,,,,Cass. 
3879,Launaea,nudicaulis,,,(L.) Hook. f. 
3883,Launaea,tenuiloba,,,(Boiss.) O. Kuntze 
3887,Laurentia,,,,Adanson 
3889,Laurentia,gasparrinii,,,(Tineo) Strobl 
3896,Laurentia,minuta,,,(L.) DC.  
3903,Lavandula,,,,L.  
3906,Lavandula,stoechas,,,L.  
3909,Legousia,,,,Durande 
3911,Legousia,falcata,,,(Ten.) Fritsch 
3914,Legousia,pentagonia,,,(L.) Thell.  
3918,Legousia,speculum-veneris,,,(L.) Chaix 
3923,Leontodon,,,,L. 
3925,Leontodon,asperrimus,,,(Willd.) J. Bail  
3935,Leontodon,laciniatus,,,(Bertol.) Widder ex Bornm. 
3940,Leontodon,ubanoticus,,,Boiss.
3942,Leontodon,tuberosus,,,L.
3957,Leysera,,,,L.
3962,Leysera,leyseroides,,,(Desf.) Maire
3965,Limonium,,,,Miller
3967,Limonium,angustifolium,,,(Tausch) Degen
3970,Limonium,globuliferum,,,(Boiss. et Heldr.) O.
3975,Limonium,Kuntze,,,
3976,Limonium,graecum,,,(Poir.) O. Kuntze
3984,Limonium,palmyrense,,,(Post) Dinsm.
3987,Limonium,sieberi,,,(Boiss.) O. Kuntze
3991,Limonium,sinuatum,,,(L.) Mill.
3994,Limonium,spicatum,,,(Willd.) O. Kuntze
3998,Limonium,thouinii,,,(Viv.) O. Kuntze
4002,Limonium,virgatum,,,(Willd.) Fourr.
4005,Linaria,,,,L.
4010,Linaria,albifrons,,,(Sibth. et Sm.) Spreng.
4015,Linaria,antilibanotica,,,Rech. fil.
4018,Linaria,arvensis,,,(L.) Desf.
4022,Linaria,arvensis,var.,flaviflora,Boiss.
4028,Linaria,aucheri,,,Boiss.
4030,Linaria,chalepensis,,,(L.) Miller
4038,Linaria,cymbalaria,,,(L.) Miller
4041,Linaria,damascena,,,Boiss. et Gaill.
4051,Linaria,genistifolia,,,(L.) Miller
4058,Linaria,joppensis,,,Bornm.
4063,Linaria,longipes,,,Boiss. et Heldr.
4067,Linaria,micrantha,,,(Cav.) Hoffm. et Link
4072,Linaria,minor,,,(L.) Desf.
4075,Linaria,parviflora,,,Desf. non Jacq.
4082,Linaria,pelisseriana,,,(L.) Miller
4085,Linaria,persica,,,Chav.
4089,Linaria,simplex,,,(Willd.) DC.
4095,Linaria,tenuis,,,(Viv.) Spreng.
4103,Lithodora,,,,Griseb.
4105,Lithodora,hispidula,,,(Sm.) Griseb. NOUVELLE
4109,Lithospermum,,,,L.
4111,Lithospermum,arvense,,,L.
4124,Lithospermum,ihcrassatum,,,Guss.
4126,Lithospermum,officinale,,,L.
4131,Lithospermum,purpureocaeruleum,,,L.
4133,Lithospermum,sibthorpianum,,,Griseb.
4135,Lithospermum,tenuiflorum,,,L. fil.
4167,Lonicera,,,,L.
4169,Lonicera,etrusca,,,Santi
4172,Lonicera,etrusca,yar.,hispidula,Boiss.
4174,Lonicera,nummularifolia,,,Jaub. et Spach
4178,Lonicera,orientalis,,,Lam.
4184,Lycium,,,,L.
4186,Lycium,barbarum,,,L.
4188,Lycium,chinense,,,Mill.
4190,Lycium,europaeum,,,L.
4200,Lycopus,,,,L.
4202,Lycopus,europaeus,,,L.
4204,Lysimachia,,,,L.
4206,Lysimachia,dubia,,,Ait.
4216,x,,,,
4223,Mandragora,,,,L.
4225,Mandragora,autumnalis,,,Bertol.
4232,Marrubium,,,,L.  
4237,Marrubium,cuneatum,,,Banks et Sol.  
4254,Marrubium,hierapolitanum,,,Moût.  
4257,Marrubium,libanoticum,,,Boiss.  
4261,Marrubium,libanoticum,var.,hermonis,(Boiss.) Boiss.  
4265,Marrubium,radiatum,,,Delile ex Benth.  
4272,Marrubium,vulgare,,,L.  
4287,Matricaria,,,,L. 
4289,Matricaria,aurea,,,(L.) Schultz-Bip.  
4293,Matricaria,chamomilla,,,L.  
4297,Matricaria,chamomilla,var.,chamomilla, 
4304,Matricaria,chamomilla,var.,pappulosa,Margot et Reuter  
4322,Mattiastrum,,,,(Boiss.) Brand 
4325,Mattiastrum,lamprocarpum,,,(Boiss.) Brand 
4328,Mattiastrum,lithospermifolium,,,(Lam.) Brand 
4331,Melissa,,,,L. 
4335,Melissa,inodora,,,Bornm.  
4338,Melissa,officinalis,,,L.  
4341,Mentha,,,,L. 
4343,Mentha,aquatica,,,L. 
4349,Mentha,longifolia,,,L. 
4351,Mentha,microphylla,,,C. Koch 
4354,Mentha,pulegium,,,L. 
4357,Mentha,pulegium,var.,erecta,Wirtg. 
4371,Mericarpaea,,var.,stenostachya,Boiss. 
4373,Mericarpaea,vàillantioides,,,Boiss. 
4375,Michauxia,,,,L'Hérit. 
4377,Michauxia,campanuloides,,,L'Hérit.  
4380,Michauxia,nuda,,,DC.   -  
4394,Micromeria,,,,Benth. 
4396,Micromeria,amana,,,Rech.  fil.  NOUVELLE
4400,Micromeria,barbata,,,Boiss. et Ky
4404,Micromeria,graeca,,,(L.) Benth.
4408,Micromeria,graeca,subsp.,laxiflora,(Post) Mouterde
4411,Micromeria,juliana,,,(L.) Benth.
4420,Micromeria,libanotica,,,Boiss.
4422,Micromeria,myrtifolia,,,Boiss. et Hoh.
4426,Micromeria,nervosa,,,(Desf.) Benth.
4429,Micromeria,nummulariifolia,,,Boiss.
4431,Micromeria,serpyllifolia,,,(Bieb.) Boiss.
4440,Micromeria,shepardi,,,Post
4442,Micropus,,,,L.
4454,Micropus,supmus,,,i-à*
4463,Mindium,Schiman-Czeika,,,
4471,Mindium,Czeika,,,
4474,Moltkia,,,,Lehm.
4478,Moltkia,coerulea,,,(Willd.) Lehm.
4481,Moltkia,longiflora,,,(Bertol.) Wettst.
4484,Moluccella,,,,L.
4486,Moluccella,laevis,,,L.
4490,Moluccella,spinosa,,,L.
4492,Moriria,,,,L.
4494,Moriria,persica,,,L.
4496,Mosheovia,,,,Eig
4498,Mosheovia,galilaea,,,Eig
4507,Myopordon,,,,Boiss.
4509,Myopordon,pulchellum,,,(Winkler et Barbey) Wa-
4514,Myopordon,genitz,,,
4515,Myopordon,thiebauti,,,(G nty) Wagenitz
4519,Myosotis,,,,L.
4523,Myosotis,caespitosa,,,CF. Schultz
4530,Myosotis,lithospermifolia,,,(Willd.) Hornem.
4533,Myosotis,macrosiphon,,,Font Quer et Maire
4542,Myosotis,ramosissima,,,Rochel
4547,Myosotis,refracta,,,Boiss.
4549,Myosotis,sicula,,,Guss. Oo/
4555,Myosotis,stricta,,,Link ex Roem. et Schult. N
4562,Nepeta,,,,L.
4564,Nepeta,bithynica,,,Bornm.
4568,Nepeta,calycina,,,Fenzl
4570,Nepeta,x,,,campylantha Rech. fil.
4574,Nepeta,cataria,,,L.
4576,Nepeta,cilicica,,,Boiss.
4578,Nepeta,cryptantha,,,Boiss. et Hausskn.
4582,Nepeta,curviflora,,,Boiss.
4584,Nepeta,glomerata,,,Montb. et Auch.
4588,Nepeta,italica,,,L.
4590,Nepeta,leucostegia,,,Boiss. et Heldr.
4602,Nepeta,nuda,,,L.
4608,Nepeta,nuda,subsp.,pubescens,(Bornm.) Sam.
4616,Nepeta,pabotii,,,Mouterde
4620,Nepeta,trachonitica,,,Post
4622,Nerium,,,,L.
4624,Nerium,oleander,,,L.
4626,Nicandra,,,,Adanson
4628,Nicandra,physalodes,,,(L.) Gaertner
4631,Nicotiana,,,,L.
4633,Nicotiana,glauca,,,R. Graham
4636,Nonea,,,,Medic.
4638,Nonea,caspica,,,(Willd.) G. Don
4643,Nonea,caspica,subsp.,melanocarpa,(Boiss.) Riedl
4647,Nonea,caspica,subsp.,zygomorpha,Riedl
4655,Nonea,obtusifolia,,,(Willd.) DC.
4658,Nonea,palmyrensis,,,(Post) Sam.
4661,Nonea,ventricosa,,,(Sm.) Griseb.
4664,Notobasis,,,,Cass.
4666,Notobasis,syriaca,,,(L.) Cass. O
4670,Odontites,,,,Ludwig
4672,Odontites,aucheri,,,Boiss.
4674,Odontites,hitea,,,Clairv
4677,Odontites,hitea,var.,hispidula,Boiss.
4689,Oldenlandia,,,,L.
4691,Oldenlandia,capensis,,,L. f. NOUVELLE
4695,Olea,,,,L.
4697,Olea,europaea,,,L.
4707,Onopordum,,,,L.
4717,Onopordum,carduiforme,,,Boiss.
4722,Onopordum,cynarocephalum,,,Boiss. et Bl.
4741,Onopordum,illyricum,,,L.
4744,Onopordum,illyricum,subsp.,cardunculus,(Boiss.) Franco
4751,Onopordum,macrocephalum,,,Eig
4755,Onopordum,syriacum,,,Holmboe
4757,Onopordum,tauricum,,,Willd.
4769,Onosma,,,,L.
4771,Onosma,aleppica,,,Boiss.
4774,Onosma,aleppica,var.,xanthotricha,(Boiss.) Boiss.
4784,Onosma,aucherana,,,DC.
4786,Onosma,auriculata,,,Auch. ex D C
4791,Onosma,caerulescens,,,Boiss.
4795,Onosma,cassia,,,Boiss.
4799,Onosma,cinerea,,,Schreb.
4814,Onosma,frutescens,,,Lam.
4816,Onosma,gigantea,,,Lam.
4818,Onosma,mollis,,,DC.
4820,Onosma,orientalis,,,(L.) L.
4824,Onosma,orientalis,var.,palmyrena,Moût.
4832,Onosma,rascheyana,,,Boiss.
4834,Onosma,roussaei,,,DC.
4836,Onosma,sericea,,,Willd.
4838,Onosma,setosa,,,Ledeb.
4854,Origanum,,,,L.
4856,Origanum,x,,,adonidis Moût.
4859,Origanum,x,,,barbarae Bornm.
4862,Origanum,bargyli,,,"Moût,"
4864,Origanum,bargyli,,,x syriacum
4873,Origanum,ehrenbergii,,,Boiss.
4875,Origanum,ehrenbergii,,,x syriacum
4880,Origanum,laevigatum,,,x syriacum
4883,Origanum,libanoticum,,,Boiss.
4885,Origanum,libanoticum,,,x syriacum
4892,Origanum,x,,,pabotii Moût.
4895,Origanum,x,,,"symeonis Moût,"
4898,Origanum,syriacum,,,L.
4907,Orobanche,,,,L.
4909,Orobanche,aegyptiaca,,,Pers.
4911,Orobanche,astragali,,,Mout.
4915,Orobanche,camptolepis,,,Boiss. et Reut.
4919,Orobanche,cernua,,,Loefl.
4933,Orobanche,crenata,,,Forssk.
4935,Orobanche,grisebachii,,,Reuter in DC.
4939,Orobanche,hermonis,,,Mout.
4941,Orobanche,lavandulacea,,,Reichenb.
4943,Orobanche,libanotica,,,(Schweinfurth) G. Beck
4947,Orobanche,major,,,L.
4949,Orobanche,minor,,,L. in Sowerby
4953,Orobanche,mutelii,,,F.W. Schultz
4960,Orobanche,nana,,,(Reuter) Noë ex G. Beck
4966,Orobanche,pubescens,,,d'Urv.
4970,Orobanche,ramosa,,,L.
4972,Orobanche,schultzii,,,Mutel
4975,Orobanche,schultzii,f.,pyramidalis,(Reut.) G. Beck NOUVELLE
4980,Orobanche,serratocalyx,,,G. Beck 
4995,Otanthus,,,,"Hoffmanns, et Link  "
5000,Otanthus,maritimus,,,"(L.) Hoffmanns, et Link "
5005,Pallenis,,,,Cass. 
5007,Pallenis,spinosa,,,(L.) Cass. 
5010,Paracaryum,,,,(A. DC.) Boiss. 
5022,Paracaryum,rugulosum,,,(DC.) Boiss. 
5028,Parentucellia,,,,Viv. 
5030,Parentucellia,latifolia,,,(L.) Caruel. 
5034,Parentucellia,latifolia,var.,flaviflora,Boiss. 
5036,Parentucellia,viscosa,,,(L.) Caruel. 
5039,Pedicularis,,,,L. 
5041,Pedicularis,comosa,,,L. 
5043,Pentanema,,,,Cass. 
5045,Pentanema,divaricata,,,Cass. 
5047,Pentapera,,,,Klotzsch 
5049,Pentapera,sicula,,,(Guss.) Klotzsch
5053,Pentapera,sicula,var.,libanotica,C. et W. Barbey 
5058,Periploca,,var.,libanotica,L. 
5060,Periploca,angustifolia,,,Labili. 
5062,Periploca,graeca,,,L.  
5106,Phagnalon,,,,Cass. 
5108,Phagnalon,kotschyi,,,Schultz Bip. ex Boiss. 
5113,Phagnalon,linifolium,,,Post 
5115,Phagnalon,rupestre,,,(L.) DC. 
5172,Phillyrea,,,,Tourn. 
5178,Phillyrea,media,,,L. 
5180,Phlomis,,,,L. 
5189,Phlomis,bailanica,,,Vierh.  
5194,Phlomis,brachyodon,,,(Boiss.) Zohary  
5199,Phlomis,brachyodon,subsp.,damascena,(Bornm.) Sam. 
5202,Phlomis,brevilabris,,,Ehrenb. 
5204,Phlomis,bruguieri,,,Desf.  
5207,Phlomis,chrysophylla,,,Boiss.  
5210,Phlomis,cordata,,,Boiss. et Ky 
5223,Phlomis,kurdica,,,Rech.  fil. 
5229,Phlomis,longifolia,,,Boiss. et Bl.  
5249,Phlomis,pungens,,,Willd.  
5252,Phlomis,rigida,,,Labili.  
5255,Phlomis,syriaca,,,Boiss. 
5257,Phlomis,viscosa,,,Poir.  
5264,Phyla,,var., ,Loureiro 
5266,Phyla,nodiflora,,,(L.) Greene 
5269,Phyllocara,,,,Guşul.  
5272,Phyllocara,aucheri,,,(A. DC.) Guşul. 
5276,Physalis,,,,L. 
5286,Phyteuma,,,,
5298,Picnomon,,,,Adans.
5300,Picnomon,acarna,,,(L.) Cass.
5318,Picridium,Berth.,,,
5330,Picris,,,,L.
5332,Picris,altissima,,,Del.
5334,Picris,amalecitana,,,(Boiss.) Eig
5341,Picris,echioides,,,L.
5343,Picris,hieracioides,,,L.
5345,Picris,kotschyi,,,Boiss.
5347,Picris,longirostris,,,Schultz Bip.
5359,Picris,strigosa,,,M. Bieb.
5368,Plantago,,,,L.
5370,Plantago,afra,,,L.
5372,Plantago,albicans,,,L.
5374,Plantago,bellardii,,,Ail.
5377,Plantago,bellardii,subsp.,deflexa,(Pilger) Rech. fil.
5385,Plantago,coronopus,,,L.
5388,Plantago,coronopus,subsp.,commutata,(Guss.) Pilg.
5392,Plantago,coronopus,f.,weldenii,(Reichenb.) Pilg.
5395,Plantago,crassifolia,,,Forssk.
5397,Plantago,eretica,,,L.
5399,Plantago,cylindrica,,,Forssk.
5409,Plantago,holosteum,,,Scop.
5412,Plantago,holosteum,var.,capitellata,(Ram.) Bornm.
5416,Plantago,holosteum,var.,libanotica,Pilger
5418,Plantago,lagopus,,,L.
5420,Plantago,lanceolata,,,L.
5426,Plantago,lanceolata,var.,dubia,(L.) Lilj. ex Gilib.
5432,Plantago,lanceolata,var.,lanceolata,
5433,Plantago,loeflingii,,,L.
5435,Plantago,major,,,L.
5438,Plantago,major,subsp.,pleiosperma,Pilger
5440,Plantago,maritima,,,L.
5445,Plantago,notata,,,Lagasca
5448,Plantago,notata,subsp.,haussknechtii,(Vatke) Rech. fil.
5453,Plantago,notata,subsp.,notata,
5455,Plantago,notata,var.,haussknechtii,(Vatke) Pilger
5458,Plantago,ovata,,,Forssk.
5467,Plantago,squarrosa,,,Murr.
5470,Plantago,squarrosa,var.,brachystachys,Boiss.
5484,Pluchea,,,,Cass.
5486,Pluchea,dioscoridis,,,(L.) DC.
5489,Plumbago,,,,L.
5491,Plumbago,europaea,,,L.
5498,Podanthum,lanceolatum,var.,j3,alpinum Boiss.
5519,Postia,,,,Boiss. et Bl.
5523,Postia,lanuginosa,,,(DC.) Boiss.
5526,Postia,microcephala,,,Boiss.
5528,Prasium,,,,L.
5530,Prasium,majus,,,L.
5538,Primula,,,,L.
5550,Primula,vulgaris,,,Huds.
5561,Prunella,,,,L.  
5571,Prunella,laciniata,,,L. 
5573,Prunella,orientalis,,,Bornm.  
5576,Prunella,vulgaris,,,L. 
5578,Psychrogeton,,,,Boiss. 
5580,Psychrogeton,nigromontanus,,,(Boiss. et Buhse) Grier-
5585,Psychrogeton,son ,,,
5586,Psylliostachys,,,,(Jaub. et Spach) Nevski 
5591,Psylliostachys,spicatus,,,(Willd.) Nevski 
5594,Pterocephalus,,,,Vaill. 
5596,Pterocephalus,brevis,,,Coulter 
5609,Pterocephalus,plumosus,,,(L.) Coulter 
5612,Pterocephalus,pulverulentus,,,Boiss. et Bl.  
5623,Ptilostemon,,,,Cass. 
5625,Ptilostemon,chamaepeuce,,,(L.) Less. 
5634,Ptilostemon,chamaepeuce,turcicus, ,
5635,Ptilostemon,diacantha,,,(Labili.) Greuter 
5639,Ptilostemon,diacantha,subsp.,diacantha ,
5641,Ptilostemon,diacantha,subsp.,turcicus,Greuter 
5643,Ptilostemon,x,,,pabotii Greuter 
5650,Pulicaria,,,,Gaertner  
5653,Pulicaria,arabica,,,(L.) Cass. 
5656,Pulicaria,auranitica,,,Mouterde  
5659,Pulicaria,dysenterica,,,(L.) Bernh. 
5665,Pulicaria,inuloides,,,(Poir.) DC.  
5669,Pulicaria,laniceps,,,Bornm. 
5686,Putoria,,var.,alpina,Pers. 
5688,Putoria,calabrica,,,(L.f.) Pers. 
5720,Reichardia,,,,Roth
5725,Reichardia,glauca,,,Matthews
5727,Reichardia,intermedia,,,(Schultz-Bip.) Coutinho
5730,Reichardia,picroides,,,(L.) Roth
5733,Reichardia,tingitana,,,(L.) Roth
5737,Reichardia,tingitana,var.,orientalis,Asch. et Schw.
5741,Rhagadiolus,,var.,orientalis,Scop.
5743,Rhagadiolus,edulis,,,Gaertn.
5752,Rhagadiolus,stellatus,,,(L.) Gaertn.
5764,Rhaponserratula,x,,,mouterdei (Arènes) Mouterde mss.
5780,Rhododendron,,,,L. 
5782,Rhododendron,ponticum,,,L.
5785,Rhododendron,ponticum,var.,brachycarpum,Boiss. 
5787,Rindera,,var.,brachycarpum,Pali.  
5790,Rindera,schlumbergeri,,,(Boiss.) Giirke  
5794,Rochelia,,,,Reichenb. 
5796,Rochelia,cancellata,,,Boiss. et Bal. 
5800,Rochelia,disperma,,,(L. fil.) C. Koch 
5805,Rochelia,persica,,,Bunge ex Boiss. 
5811,Rosmarinus,,,,L. 
5813,Rosmarinus,officinalis,,,L.  
5816,Rubia,,,,L. 
5818,Rubia,aucheri,,,Boiss. 
5833,Rubia,tenuifolia,,,d'Urv. 
5840,Rubia,tenuifolia,y,r.,elliptica (Boiss.) Ehrendorfer 
5845,Rubia,tenuifolia,var.,stenophylla,(Boiss.) Thiéb. 
5848,Rubia,tinctorum,,,L.    NOUVELLE
5852,Salvia,,,,L.
5856,Salvia,aramiensis,,,Rech. fil.
5861,Salvia,bracteata,,,Banks et Sol.
5865,Salvia,cassia,,,Sam. ex Rech. fil.
5870,Salvia,ceratophylla,,,L.
5878,Salvia,dominica,,,L.
5880,Salvia,drusica,,,Moût.
5882,Salvia,fruticosa,,,Mill.
