,closest_genus,closest_epithet,closest_infra_type,closest_infra_name,authors
2759,Eupatorium,adenophorum,,,Sprengel
2761,Eupatorium,cannabinum,,,L.
2764,Eupatorium,cannabinum,var.,indivisum,DC.
2767,Eupatorium,cannabinum,var.,syriacum,(Jacq.) Boiss.
2822,Filago,,,,L.
2824,Filago,anatolica,,,(Boiss. et Heldr.) Chrtek et
2830,Filago,Holub,,,
2831,Filago,arvensis,,,L.
2837,Filago,contracta,,,(Boiss.) Chrtek et Holub
2842,Filago,desertorum,,,Pomel
2844,Filago,eriocephala,,,Gusş.
2846,Filago,eriosphaera,,,(Boiss. et Heldr.) Chrtek et
2852,Filago,Holub ,,,
2853,Filago,gallica,,,L.
2866,Filago,palaestina,,,(Boiss.) Chrtek et Holub 
2871,Filago,pygmaea,,,L. 
2873,Filago,pyramidata,,,L. 
2881,Fontanesia,,,,Labili. 
2883,Fontanesia,phillyreoides,,,Labili. 
2885,Francoeuria,,,,Cass. 
2890,Francoeuria,undulata,,,(L.) Lack 
2893,Fraxinus,,,,L.
2895,Fraxinus,excelsior,,,L.
2897,Fraxinus,ornus,,,L.
2903,Fraxinus,syriaca,,,Boiss.
2905,Galium,,,,L. 
2909,Galium,aparine,,,L. 
2922,Galium,aureum,,,Vis. 
2924,Galium,bassitense,,,Thiéb. 
2928,Galium,bracteatum,,,Boiss. 
2930,Galium,canum,,,Requien 
2933,Galium,canum,var.,musciforme,Boiss. 
2937,Galium,cassium,,,Boiss.
2941,Galium,chaetopodum,,,Rech.  fil.
2944,Galium,constrictum,,,Schaub. 
2957,Galium,divaricatum,,,Lam.
2969,Galium,hierosolymitanum,,,L.
2971,Galium,humifusum,,,M. Bieb.
2974,Galium,incanum,,,Sibth. et Sm.
2978,Galium,judaicum,,,Boiss.
2980,Galium,jungermannioides,,,Boiss.
2982,Galium,libanoticum,,,Ehrendorfer
2986,Galium,murale,,,(L.) AU.
2991,Galium,nigricans,,,Boiss.
2994,Galium,nigricans,var.,brachychaetum,Boiss.
3001,Galium,parisiense,,,L.
3006,Galium,peplidifolium,,,Boiss.
3008,Galium,pestalozzae,,,Boiss.
3011,Galium,pestalozzae,f.,ehrenbergii,(Boiss.) Ehrendorfer
3016,Galium,pisiferum,,,Boiss.
3018,Galium,prusense,,,C. Koch
3028,Galium,samuelssonii,,,Ehrendorfer
3031,Galium,samuelssonii,var.,pseudadhaerens,Ehrendorfer
3041,Galium,setaceum,,,Lam.
3044,Galium,setaceum,subsp.,decaisnei,(Boiss.) Ehrendorfer
3047,Galium,spurium,,,L.
3051,Galium,tenuissimum,,,M. Bieb.
3054,Galium,thiebautii,,,Ehrendorfer
3056,Galium,thiebautii,,,x canum
3063,Galium,tricornutum,,,Dandy
3065,Galium,verrucosum,,,Hudson
3067,Galium,verticillatum,,,Danth.
3069,Galium,verum,,,L.
3074,Garhadiolus,,,,Jaub. et Spach
3078,Garhadiolus,hamosus,,,Boiss. et Hausskn.
3082,Garhadiolus,hedypnois,,,(Fisch. et C.A. Meyer) Jaub.
3088,Garhadiolus,et,,,Spach
3090,Garhadiolus,papposus,,,Boiss. et Buhse
3094,Gastrocotyle,,,,(Bunge) Benth. et Hook.
3099,Gastrocotyle,hispida,,,(Forssk.) C.B. Clarke
3103,Gentiana,,,,L.
3109,Gentiana,olivieri,,,Griseb.
3129,Globularia,,,,L.
3131,Globularia,trichosantha,,,Fisch. et Mey.
3135,Gnaphalium,,,,L.
3141,Gnaphalium,luteo-album,,,L.
3155,Gnaphalium,uliginosum,,,L.
3164,Goniolimon,,,,Boiss.
3166,Goniolimon,collinum,,,(Griseb.) Boiss.
3169,Guizotia,,,,Cass.
3171,Guizotia,abyssinica,,,(L.fil.) Cass.
3174,Gundelia,,,,L.
3176,Gundelia,tournefortii,,,L.
3178,Gymnarrhena,,,,Desf.
3180,Gymnarrhena,micrantha,,,Desf. H
3199,Hedypnois,,,,Schreber
3201,Hedypnois,eretica,,,(L.) Dum.-Cours. 
3205,Hedypnois,eretica,subsp.,monspeliensis,(Willd.) Murb.
3213,Hedypnois,rhagadioloides,,,(L.) F.W. Schmidt 
3218,Hedypnois,rhagadioloides,subsp.,tubiformis,(Ten.) Murb. 
3223,Helichrysum,,,,Mill. 
3227,Helichrysum,arenarium,,,(L.) Moench
3231,Helichrysum,arenarium,subsp.,aucheri,(Boiss.) Davis et Ku-
3237,Helichrysum,armenium,,,DC.
3240,Helichrysum,armenium,subsp.,armenium ,
3247,Helichrysum,conglobatum,,,(Viv.) Steudel 
3251,Helichrysum,conglobatum,subsp.,conglobatum,
3254,Helichrysum,pallasii,,,(Sprengel) Ledeb. 
3257,Helichrysum,plicatum,,,DC.
3260,Helichrysum,plicatum,subsp.,plicatum ,
3261,Helichrysum,pygmaeum,,,Post 
3263,Helichrysum,sanguineum,,,(L.) Kostel 
3282,Helichrysum,virgineum,,,DC.
3284,Heliotropium,,,,L. 
3288,Heliotropium,bovei,,,Boiss. 
3290,Heliotropium,dolosum,,,De Not.
3307,Heliotropium,Schrank ,,,
3308,Heliotropium,greuteri,,,Riedl
3310,Heliotropium,hirsutissimum,,,Grauer
3312,Heliotropium,lasiocarpum,,,Fisch. et Mey. 
3318,Heliotropium,myosotoides,,,Banks et Sol.
3327,Heliotropium,ramosissimum,,,(Lehm.) DC.
3330,Heliotropium,rotundifolium,,,Sieb. ex Lehm. 
3334,Heliotropium,schweinfurthii,,,Boiss. 
3336,Heliotropium,supinum,,,L. 
3352,Heterocaryum,,,,A. DC.
3369,Heterocaryum,subsessile,,,Vatke 
3371,Heterocaryum,szovitsianum,,,(Fisch. et Mey.) A. DC.
3377,Hieracium,,,,L. 
3386,Hieracium,bauhinii,,,Besser 
3388,Hieracium,kneissaeum,,,Mouterde 
3398,Hieracium,procerum,,,Fries
3401,Hieracium,procerum,subsp.,procerum,
3404,Hieracium,schmidtii,,,agg.
3412,Hormuzakia,,,,Guşul.
3414,Hormuzakia,aggregata,,,(Lehm.) Guşul.
3417,Hyoscyamus,,,,L.
3419,Hyoscyamus,albu^L.,,,
3423,Hyoscyamus,aureus,,,L'.
3427,Hyoscyamus,desertorum,,,(Asch.) Tăck.
3430,Hyoscyamus,muticus,,,L.
3432,Hyoscyamus,niger,,,L.
3434,Hyoscyamus,pusillus,,,L.
3436,Hyoscyamus,reticulatus,,,L.
3439,Hyoscyamus,reticulatus,var.,integrifolius,Boiss.
3441,Hyoseris,,,,L.
3447,Hyoseris,scabra,,,L.
3449,Hypochoeris,,,,L.
3456,Hypochoeris,glabra,,,L. I
3459,Ifloga,,,,Gass.
3461,Ifloga,spicata,,,(Forssk.) Schultz Bip.
3465,Inula,,,,L.
3471,Inula,crithmoides,,,L.
3478,Inula,graveolens,,,(L.) Desf.
3481,Inula,heterolepis,,,Boiss.
3483,Inula,salicina,,,L.
3487,Inula,viscosa,,,(L.) Aiton
3490,Inula,vulgaris,,,(Lam.) Trevisan
3493,Ipomoea,,,,L.
3500,Ipomoea,palmata,,,Forssk.
3502,Ipomoea,sagittata,,,Poir.
3504,Ipomoea,stolonifera,,,(Cyr.) J.F. Gmel. J
3509,Jasminum,,,,Tourn.
3511,Jasminum,fruticans,,,L.
3513,Jurinea,,,,Cass.
3515,Jurinea,mesopotamica,,,Hand.-Mazz.
3517,Jurinea,staehelinae,,,(DC.) Boiss.
3539,Kickxia,,,,Dumort.
3541,Kickxia,aegyptiaca,,,(L.) Nàbëlek
3544,Kickxia,commutata,,,(Bernh.) Fritsch
3548,Kickxia,commutata,var.,polygonoides,(Rev.) Cufodontis
3551,Kickxia,elatine,,,(L.) Dumort.
3554,Kickxia,gombaultii,,,(Thiéb.) Mouterde
3557,Kickxia,lanigera,,,(Desf.) Hand.-Mazz.
3560,Kickxia,sieberi,,,(Reichenb.) Dôrfl.
3563,Kickxia,spuria,,,(L.) Dumort.
3566,Knautia,,,,L.
3568,Knautia,bidens,,,(Sibth. et Sm.) Boiss.
3579,Knautia,integrifolia,,,(L.) Bert.
3587,Knautia,integrifolia,var.,integrifolia,
3590,Koelpinia,,,,Pallas
3592,Koelpinia,linearis,,,Pallas L
3595,Lactuca,,,,L.
3597,Lactuca,aculeata,,,Boiss. et Kotschy
3608,Lactuca,saligna,,,L.
3612,Lactuca,serriola,,,L.
3623,Lactuca,undulata,,,Ledeb.
3637,Lallemantia,,,,Fisch. et Mey.
3641,Lallemantia,iberica,,,(Bieb.) Fisch. et Mey.
3646,Lallemantia,royleana,,,Benth. in DC.
3650,Lamium,,,,L.
3653,Lamium,,adoxifolium,Hand.-Mazz.,
3654,Lamium,aleppicum,,,Boiss. et Hausskn. 
3658,Lamium,amplexicaule,,,L. 
3663,Lamium,ehrenbergii,,,Boiss. et Reut. 
3667,Lamium,macrodon,,,Boiss. et Huet 
3671,Lamium,moschatum,,,Mill. 
3673,Lamium,purpureum,,,L. 
3675,Lamium,reniforme,,,Montb. et Auch. 
3679,Lamium,striatum,,,Sibth. et Sm.
3684,Lamium,striatum,var.,minus,Boiss. 
3689,Lamium,truncatum,,,Boiss. 
3691,Lamium,veronicifolium,,,Benth. 
3697,Lappula,,,,Gilib.
3699,Lappula,barbata,,,(Bieb.) Gûrke
3703,Lappula,barbata,var.,barbata ,
3705,Lappula,barbata,var.,cariensis,(Boiss.) Brand 
3708,Lappula,sessiliflora,,,(Boiss.) Giirke
3711,Lappula,sinaica,,,(DC.) Asch. et Schweinf. 
3716,Lappula,spinocarpos,,,(Forssk.) Asch. ex O.
3721,Lappula,Kuntze ,,,
3722,Lapsana,,,,L. 
3724,Lapsana,communis,,,L. 
3727,Lapsana,communis,subsp.,ramosissima,(Boiss.) Rech.
3742,Lasiopogon,,,,Desf. 
3744,Lasiopogon,muscoides,,,(Desf.) DC.
3747,Launaea,,,,Cass. 
3749,Launaea,nudicaulis,,,(L.) Hook. f. 
3753,Launaea,tenuiloba,,,(Boiss.) O. Kuntze 
3757,Laurentia,,,,Adanson 
3759,Laurentia,gasparrinii,,,(Tineo) Strobl 
3765,Laurentia,minuta,,,(L.) DC.
3771,Lavandula,,,,L.
3773,Lavandula,stoechas,,,L.
3775,Legousia,,,,Durande 
3777,Legousia,falcata,,,(Ten.) Fritsch 
3780,Legousia,pentagonia,,,(L.) Thell.
3783,Legousia,speculum-veneris,,,(L.) Chaix 
3788,Leontodon,,,,L. 
3790,Leontodon,asperrimus,,,(Willd.) J. Bail
3799,Leontodon,laciniatus,,,(Bertol.) Widder ex Bornm. 
3804,Leontodon,ubanoticus,,,Boiss.
3806,Leontodon,tuberosus,,,L.
3821,Leysera,,,,L.
3826,Leysera,leyseroides,,,(Desf.) Maire
3829,Limonium,,,,Miller
3831,Limonium,angustifolium,,,(Tausch) Degen
3834,Limonium,globuliferum,,,(Boiss. et Heldr.) O.
3839,Limonium,Kuntze,,,
3840,Limonium,graecum,,,(Poir.) O. Kuntze
3848,Limonium,palmyrense,,,(Post) Dinsm.
3851,Limonium,sieberi,,,(Boiss.) O. Kuntze
3855,Limonium,sinuatum,,,(L.) Mill.
3858,Limonium,spicatum,,,(Willd.) O. Kuntze
3862,Limonium,thouinii,,,(Viv.) O. Kuntze
3866,Limonium,virgatum,,,(Willd.) Fourr.
3869,Linaria,,,,L.
3874,Linaria,albifrons,,,(Sibth. et Sm.) Spreng.
3879,Linaria,antilibanotica,,,Rech. fil.
3882,Linaria,arvensis,,,(L.) Desf.
3886,Linaria,arvensis,var.,flaviflora,Boiss.
3892,Linaria,aucheri,,,Boiss.
3894,Linaria,chalepensis,,,(L.) Miller
3902,Linaria,cymbalaria,,,(L.) Miller
3905,Linaria,damascena,,,Boiss. et Gaill.
3915,Linaria,genistifolia,,,(L.) Miller
3922,Linaria,joppensis,,,Bornm.
3926,Linaria,longipes,,,Boiss. et Heldr.
3930,Linaria,micrantha,,,(Cav.) Hoffm. et Link
3935,Linaria,minor,,,(L.) Desf.
3938,Linaria,parviflora,,,Desf. non Jacq.
3945,Linaria,pelisseriana,,,(L.) Miller
3948,Linaria,persica,,,Chav.
3952,Linaria,simplex,,,(Willd.) DC.
3958,Linaria,tenuis,,,(Viv.) Spreng.
3966,Lithodora,,,,Griseb.
3968,Lithodora,hispidula,,,(Sm.) Griseb.
3971,Lithospermum,,,,L.
3973,Lithospermum,arvense,,,L.
3986,Lithospermum,ihcrassatum,,,Guss.
3988,Lithospermum,officinale,,,L.
3993,Lithospermum,purpureocaeruleum,,,L.
3995,Lithospermum,sibthorpianum,,,Griseb.
3997,Lithospermum,tenuiflorum,,,L. fil.
4029,Lonicera,,,,L.
4031,Lonicera,etrusca,,,Santi
4034,Lonicera,etrusca,yar.,hispidula,Boiss.
4036,Lonicera,nummularifolia,,,Jaub. et Spach
4040,Lonicera,orientalis,,,Lam.
4046,Lycium,,,,L.
4048,Lycium,barbarum,,,L.
4050,Lycium,chinense,,,Mill.
4052,Lycium,europaeum,,,L.
4062,Lycopus,,,,L.
4064,Lycopus,europaeus,,,L.
4066,Lysimachia,,,,L.
4068,Lysimachia,dubia,,,Ait.
4078,x,,,,
4085,Mandragora,,,,L.
4087,Mandragora,autumnalis,,,Bertol.
4094,Marrubium,,,,L.
4097,Marrubium,cuneatum,,,Banks et Sol.
4110,Marrubium,hierapolitanum,,,Moût.
4112,Marrubium,libanoticum,,,Boiss.
4115,Marrubium,libanoticum,var.,hermonis,(Boiss.) Boiss.
4118,Marrubium,radiatum,,,Delile ex Benth.
4124,Marrubium,vulgare,,,L.
4137,Matricaria,,,,L. 
4139,Matricaria,aurea,,,(L.) Schultz-Bip.
4142,Matricaria,chamomilla,,,L.
4145,Matricaria,chamomilla,var.,chamomilla,
4151,Matricaria,chamomilla,var.,pappulosa,Margot et Reuter
4166,Mattiastrum,,,,(Boiss.) Brand 
4169,Mattiastrum,lamprocarpum,,,(Boiss.) Brand 
4172,Mattiastrum,lithospermifolium,,,(Lam.) Brand 
4175,Melissa,,,,L. 
4179,Melissa,inodora,,,Bornm.
4181,Melissa,officinalis,,,L.
4183,Mentha,,,,L. 
4185,Mentha,aquatica,,,L. 
4189,Mentha,longifolia,,,L. 
4191,Mentha,microphylla,,,C. Koch 
4194,Mentha,pulegium,,,L. 
4197,Mentha,pulegium,var.,erecta,Wirtg. 
4211,Mericarpaea,,,,Boiss. 
4213,Mericarpaea,vàillantioides,,,Boiss. 
4215,Michauxia,,,,L'Hérit. 
4217,Michauxia,campanuloides,,,L'Hérit.
4219,Michauxia,nuda,,,DC.
4230,Micromeria,,,,Benth. 
4232,Micromeria,amana,,,Rech.  fil. 
4235,Micromeria,barbata,,,Boiss. et Ky
4239,Micromeria,graeca,,,(L.) Benth.
4243,Micromeria,graeca,subsp.,laxiflora,(Post) Mouterde
4246,Micromeria,juliana,,,(L.) Benth.
4255,Micromeria,libanotica,,,Boiss.
4257,Micromeria,myrtifolia,,,Boiss. et Hoh.
4261,Micromeria,nervosa,,,(Desf.) Benth.
4264,Micromeria,nummulariifolia,,,Boiss.
4266,Micromeria,serpyllifolia,,,(Bieb.) Boiss.
4275,Micromeria,shepardi,,,Post
4277,Micropus,,,,L.
4289,Micropus,supmus,,,i-à*
4306,Mindium,Czeika,,,
4309,Moltkia,,,,Lehm.
4313,Moltkia,coerulea,,,(Willd.) Lehm.
4316,Moltkia,longiflora,,,(Bertol.) Wettst.
4319,Moluccella,,,,L.
4321,Moluccella,laevis,,,L.
4325,Moluccella,spinosa,,,L.
4327,Moriria,,,,L.
4329,Moriria,persica,,,L.
4331,Mosheovia,,,,Eig
4333,Mosheovia,galilaea,,,Eig
4342,Myopordon,,,,Boiss.
4344,Myopordon,pulchellum,,,(Winkler et Barbey) Wa-
4349,Myopordon,genitz,,,
4350,Myopordon,thiebauti,,,(G nty) Wagenitz
4354,Myosotis,,,,L.
4358,Myosotis,caespitosa,,,CF. Schultz
4365,Myosotis,lithospermifolia,,,(Willd.) Hornem.
4368,Myosotis,macrosiphon,,,Font Quer et Maire
4377,Myosotis,ramosissima,,,Rochel
4382,Myosotis,refracta,,,Boiss.
4384,Myosotis,sicula,,,Guss.
4389,Myosotis,stricta,,,Link ex Roem. et Schult. N
4396,Nepeta,,,,L.
4398,Nepeta,bithynica,,,Bornm.
4402,Nepeta,calycina,,,Fenzl
4404,Nepeta,x,,,campylantha Rech. fil.
4408,Nepeta,cataria,,,L.
4410,Nepeta,cilicica,,,Boiss.
4412,Nepeta,cryptantha,,,Boiss. et Hausskn.
4416,Nepeta,curviflora,,,Boiss.
4418,Nepeta,glomerata,,,Montb. et Auch.
4422,Nepeta,italica,,,L.
4424,Nepeta,leucostegia,,,Boiss. et Heldr.
4436,Nepeta,nuda,,,L.
4442,Nepeta,nuda,subsp.,pubescens,(Bornm.) Sam.
4450,Nepeta,pabotii,,,Mouterde
4454,Nepeta,trachonitica,,,Post
4456,Nerium,,,,L.
4458,Nerium,oleander,,,L.
4460,Nicandra,,,,Adanson
4462,Nicandra,physalodes,,,(L.) Gaertner
4465,Nicotiana,,,,L.
4467,Nicotiana,glauca,,,R. Graham
4470,Nonea,,,,Medic.
4472,Nonea,caspica,,,(Willd.) G. Don
4477,Nonea,caspica,subsp.,melanocarpa,(Boiss.) Riedl
4481,Nonea,caspica,subsp.,zygomorpha,Riedl
4489,Nonea,obtusifolia,,,(Willd.) DC.
4492,Nonea,palmyrensis,,,(Post) Sam.
4495,Nonea,ventricosa,,,(Sm.) Griseb.
4498,Notobasis,,,,Cass.
4500,Notobasis,syriaca,,,(L.) Cass. O
4504,Odontites,,,,Ludwig
4506,Odontites,aucheri,,,Boiss.
4508,Odontites,hitea,,,Clairv
4511,Odontites,hitea,var.,hispidula,Boiss.
4523,Oldenlandia,,,,L.
4525,Oldenlandia,capensis,,,L. f.
4528,Olea,,,,L.
4530,Olea,europaea,,,L.
4540,Onopordum,,,,L.
4550,Onopordum,carduiforme,,,Boiss.
4555,Onopordum,cynarocephalum,,,Boiss. et Bl.
4574,Onopordum,illyricum,,,L.
4577,Onopordum,illyricum,subsp.,cardunculus,(Boiss.) Franco
4584,Onopordum,macrocephalum,,,Eig
4588,Onopordum,syriacum,,,Holmboe
4590,Onopordum,tauricum,,,Willd.
4602,Onosma,,,,L.
4604,Onosma,aleppica,,,Boiss.
4607,Onosma,aleppica,var.,xanthotricha,(Boiss.) Boiss.
4616,Onosma,aucherana,,,DC.
4618,Onosma,auriculata,,,Auch. ex D C
4623,Onosma,caerulescens,,,Boiss.
4627,Onosma,cassia,,,Boiss.
4631,Onosma,cinerea,,,Schreb.
4646,Onosma,frutescens,,,Lam.
4648,Onosma,gigantea,,,Lam.
4650,Onosma,mollis,,,DC.
4652,Onosma,orientalis,,,(L.) L.
4656,Onosma,orientalis,var.,palmyrena,Moût.
4664,Onosma,rascheyana,,,Boiss.
4666,Onosma,roussaei,,,DC.
4668,Onosma,sericea,,,Willd.
4670,Onosma,setosa,,,Ledeb.
4686,Origanum,,,,L.
4688,Origanum,x,,,adonidis Moût.
4691,Origanum,x,,,barbarae Bornm.
4694,Origanum,bargyli,,,"Moût,"
4696,Origanum,bargyli,,,x syriacum
4705,Origanum,ehrenbergii,,,Boiss.
4707,Origanum,ehrenbergii,,,x syriacum
4712,Origanum,laevigatum,,,x syriacum
4715,Origanum,libanoticum,,,Boiss.
4717,Origanum,libanoticum,,,x syriacum
4724,Origanum,x,,,pabotii Moût.
4727,Origanum,x,,,"symeonis Moût,"
4730,Origanum,syriacum,,,L.
4739,Orobanche,,,,L.
4741,Orobanche,aegyptiaca,,,Pers.
4743,Orobanche,astragali,,,Mout.
4747,Orobanche,camptolepis,,,Boiss. et Reut.
4751,Orobanche,cernua,,,Loefl.
4765,Orobanche,crenata,,,Forssk.
4767,Orobanche,grisebachii,,,Reuter in DC.
4771,Orobanche,hermonis,,,Mout.
4773,Orobanche,lavandulacea,,,Reichenb.
4775,Orobanche,libanotica,,,(Schweinfurth) G. Beck
4779,Orobanche,major,,,L.
4781,Orobanche,minor,,,L. in Sowerby
4785,Orobanche,mutelii,,,F.W. Schultz
4792,Orobanche,nana,,,(Reuter) Noë ex G. Beck
4798,Orobanche,pubescens,,,d'Urv.
4802,Orobanche,ramosa,,,L.
4804,Orobanche,schultzii,,,Mutel
4807,Orobanche,schultzii,f.,pyramidalis,(Reut.) G. Beck
4811,Orobanche,serratocalyx,,,G. Beck 
4823,Otanthus,,,,"Hoffmanns, et Link"
4827,Otanthus,maritimus,,,"(L.) Hoffmanns, et Link "
4832,Pallenis,,,,Cass. 
4834,Pallenis,spinosa,,,(L.) Cass. 
4837,Paracaryum,,,,(A. DC.) Boiss. 
4848,Paracaryum,rugulosum,,,(DC.) Boiss. 
4853,Parentucellia,,,,Viv. 
4855,Parentucellia,latifolia,,,(L.) Caruel. 
4859,Parentucellia,latifolia,var.,flaviflora,Boiss. 
4861,Parentucellia,viscosa,,,(L.) Caruel. 
4864,Pedicularis,,,,L. 
4866,Pedicularis,comosa,,,L. 
4868,Pentanema,,,,Cass. 
4870,Pentanema,divaricata,,,Cass. 
4872,Pentapera,,,,Klotzsch 
4874,Pentapera,sicula,,,(Guss.) Klotzsch
4878,Pentapera,sicula,var.,libanotica,C. et W. Barbey 
4883,Periploca,,,,L. 
4885,Periploca,angustifolia,,,Labili. 
4887,Periploca,graeca,,,L.
4928,Phagnalon,,,,Cass. 
4930,Phagnalon,kotschyi,,,Schultz Bip. ex Boiss. 
4935,Phagnalon,linifolium,,,Post 
4937,Phagnalon,rupestre,,,(L.) DC. 
4991,Phillyrea,,,,Tourn. 
4997,Phillyrea,media,,,L. 
4999,Phlomis,,,,L. 
5006,Phlomis,bailanica,,,Vierh.
5010,Phlomis,brachyodon,,,(Boiss.) Zohary
5014,Phlomis,brachyodon,subsp.,damascena,(Bornm.) Sam. 
5017,Phlomis,brevilabris,,,Ehrenb. 
5019,Phlomis,bruguieri,,,Desf.
5021,Phlomis,chrysophylla,,,Boiss.
5023,Phlomis,cordata,,,Boiss. et Ky 
5035,Phlomis,kurdica,,,Rech.  fil. 
5040,Phlomis,longifolia,,,Boiss. et Bl.
5057,Phlomis,pungens,,,Willd.
5059,Phlomis,rigida,,,Labili.
5061,Phlomis,syriaca,,,Boiss. 
5063,Phlomis,viscosa,,,Poir.
5067,Phyla,,,,Loureiro 
5069,Phyla,nodiflora,,,(L.) Greene 
5072,Phyllocara,,,,Guşul.
5074,Phyllocara,aucheri,,,(A. DC.) Guşul. 
5078,Physalis,,,,L. 
5085,Phyteuma,,,,
5093,Picnomon,,,,Adans.
5095,Picnomon,acarna,,,(L.) Cass.
5113,Picridium,Berth.,,,
5125,Picris,,,,L.
5127,Picris,altissima,,,Del.
5129,Picris,amalecitana,,,(Boiss.) Eig
5136,Picris,echioides,,,L.
5138,Picris,hieracioides,,,L.
5140,Picris,kotschyi,,,Boiss.
5142,Picris,longirostris,,,Schultz Bip.
5154,Picris,strigosa,,,M. Bieb.
5163,Plantago,,,,L.
5165,Plantago,afra,,,L.
5167,Plantago,albicans,,,L.
5169,Plantago,bellardii,,,Ail.
5172,Plantago,bellardii,subsp.,deflexa,(Pilger) Rech. fil.
5180,Plantago,coronopus,,,L.
5183,Plantago,coronopus,subsp.,commutata,(Guss.) Pilg.
5187,Plantago,coronopus,f.,weldenii,(Reichenb.) Pilg.
5190,Plantago,crassifolia,,,Forssk.
5192,Plantago,eretica,,,L.
5194,Plantago,cylindrica,,,Forssk.
5204,Plantago,holosteum,,,Scop.
5207,Plantago,holosteum,var.,capitellata,(Ram.) Bornm.
5211,Plantago,holosteum,var.,libanotica,Pilger
5213,Plantago,lagopus,,,L.
5215,Plantago,lanceolata,,,L.
5221,Plantago,lanceolata,var.,dubia,(L.) Lilj. ex Gilib.
5227,Plantago,lanceolata,var.,lanceolata,
5228,Plantago,loeflingii,,,L.
5230,Plantago,major,,,L.
5233,Plantago,major,subsp.,pleiosperma,Pilger
5235,Plantago,maritima,,,L.
5240,Plantago,notata,,,Lagasca
5243,Plantago,notata,subsp.,haussknechtii,(Vatke) Rech. fil.
5248,Plantago,notata,subsp.,notata,
5250,Plantago,notata,var.,haussknechtii,(Vatke) Pilger
5253,Plantago,ovata,,,Forssk.
5262,Plantago,squarrosa,,,Murr.
5265,Plantago,squarrosa,var.,brachystachys,Boiss.
5279,Pluchea,,,,Cass.
5281,Pluchea,dioscoridis,,,(L.) DC.
5284,Plumbago,,,,L.
5286,Plumbago,europaea,,,L.
5293,Podanthum,lanceolatum,var.,j3,alpinum Boiss.
5314,Postia,,,,Boiss. et Bl.
5318,Postia,lanuginosa,,,(DC.) Boiss.
5321,Postia,microcephala,,,Boiss.
5323,Prasium,,,,L.
5325,Prasium,majus,,,L.
5333,Primula,,,,L.
5345,Primula,vulgaris,,,Huds.
5353,Prunella,,,,L.
5361,Prunella,laciniata,,,L. 
5363,Prunella,orientalis,,,Bornm.
5365,Prunella,vulgaris,,,L. 
5367,Psychrogeton,,,,Boiss. 
5369,Psychrogeton,nigromontanus,,,(Boiss. et Buhse) Grier-
5374,Psychrogeton,son ,,,
5375,Psylliostachys,,,,(Jaub. et Spach) Nevski 
5380,Psylliostachys,spicatus,,,(Willd.) Nevski 
5383,Pterocephalus,,,,Vaill. 
5385,Pterocephalus,brevis,,,Coulter 
5397,Pterocephalus,plumosus,,,(L.) Coulter 
5400,Pterocephalus,pulverulentus,,,Boiss. et Bl.
5410,Ptilostemon,,,,Cass. 
5412,Ptilostemon,chamaepeuce,,,(L.) Less. 
5421,Ptilostemon,diacantha,,,(Labili.) Greuter 
5425,Ptilostemon,diacantha,subsp.,diacantha ,
5427,Ptilostemon,diacantha,subsp.,turcicus,Greuter 
5429,Ptilostemon,x,,,pabotii Greuter 
5436,Pulicaria,,,,Gaertner
5438,Pulicaria,arabica,,,(L.) Cass. 
5441,Pulicaria,auranitica,,,Mouterde
5443,Pulicaria,dysenterica,,,(L.) Bernh. 
5449,Pulicaria,inuloides,,,(Poir.) DC.
5452,Pulicaria,laniceps,,,Bornm. 
5468,Putoria,,,,Pers. 
5470,Putoria,calabrica,,,(L.f.) Pers. 
5501,Reichardia,,,,Roth
5506,Reichardia,glauca,,,Matthews
5508,Reichardia,intermedia,,,(Schultz-Bip.) Coutinho
5511,Reichardia,picroides,,,(L.) Roth
5514,Reichardia,tingitana,,,(L.) Roth
5518,Reichardia,tingitana,var.,orientalis,Asch. et Schw.
5522,Rhagadiolus,,,,Scop.
5524,Rhagadiolus,edulis,,,Gaertn.
5533,Rhagadiolus,stellatus,,,(L.) Gaertn.
5545,Rhaponserratula,x,,,mouterdei (Arènes) Mouterde mss.
5561,Rhododendron,,,,L. 
5563,Rhododendron,ponticum,,,L.
5566,Rhododendron,ponticum,var.,brachycarpum,Boiss. 
5568,Rindera,,,,Pali.
5570,Rindera,schlumbergeri,,,(Boiss.) Giirke
5573,Rochelia,,,,Reichenb. 
5575,Rochelia,cancellata,,,Boiss. et Bal. 
5579,Rochelia,disperma,,,(L. fil.) C. Koch 
5584,Rochelia,persica,,,Bunge ex Boiss. 
5590,Rosmarinus,,,,L. 
5592,Rosmarinus,officinalis,,,L.
5594,Rubia,,,,L. 
5596,Rubia,aucheri,,,Boiss. 
5611,Rubia,tenuifolia,,,d'Urv. 
5618,Rubia,tenuifolia,y,r.,elliptica (Boiss.) Ehrendorfer 
5623,Rubia,tenuifolia,var.,stenophylla,(Boiss.) Thiéb. 
5626,Rubia,tinctorum,,,L. 
5628,Salvia,,,,L.
5632,Salvia,aramiensis,,,Rech. fil.
5637,Salvia,bracteata,,,Banks et Sol.
5641,Salvia,cassia,,,Sam. ex Rech. fil.
5646,Salvia,ceratophylla,,,L.
5654,Salvia,dominica,,,L.
5656,Salvia,drusica,,,Moût.
5658,Salvia,fruticosa,,,Mill.
5667,Salvia,hierosolymitana,,,Boiss.
5671,Salvia,indica,,,L.
