,closest_genus,closest_epithet,closest_infra_type,closest_infra_name,authors
5673,Salvia,judaica,,,Boiss.
5675,Salvia,lanigera,,,Poir.
5681,Salvia,microstegia,,,Boiss. et Bal.
5685,Salvia,montbretii,,,Benth.
5687,Salvia,multicaulis,,,Vahl
5690,Salvia,multicaulis,var.,simplicifolia,Boiss.
5694,Salvia,nazalena,,,Hedge et Mouterde
5700,Salvia,palaestina,,,Benth.
5702,Salvia,peyronii,,,Boiss. ex Post
5706,Salvia,pinardii,,,Boiss.
5708,Salvia,pinnata,,,L.
5712,Salvia,rubifolia,,,Boiss.
5714,Salvia,russellii,,,Banks et Sol.
5719,Salvia,russellii,var.,auranitica,Moût.
5722,Salvia,russellii,var.,russelii,
5723,Salvia,samuelssonii,,,Rech. fil.
5726,Salvia,sclarea,,,L.
5728,Salvia,spinosa,,,L.
5730,Salvia,spiraeifolia,,,Boiss. et Hoh.
5734,Salvia,suffruticosa,,,Montb. et Auch.
5738,Salvia,syriaca,,,L.
5740,Salvia,tomentosa,,,Mill.
5750,Salvia,verbenaca,,,L.
5753,Salvia,verbenaca,var.,clandestina,(L.) Halàcsy
5757,Salvia,verbenaca,var.,serotina,Boiss.
5764,Salvia,virgata,,,Jacq.
5766,Salvia,viridis,,,L.
5769,Salvia,viridis,var.,horminum,Briq.
5771,Salvia,viscosa,,,Jacq.
5773,Sambucus,,,,L.
5775,Sambucus,ebulus,,,L.
5777,Sambucus,nigra,,,L.
5779,Samolus,,,,L.
5781,Samolus,valerandi,,,L.
5783,Satureia,,,,L.
5787,Satureia,cuneifolia,,,Ten.
5794,Satureia,pallaryi,,,Thiéb.
5796,Satureia,thymbra,,,L.
5802,Scabiosa,,,,L.
5804,Scabiosa,argentea,,,L.
5806,Scabiosa,aucheri,,,Boiss.
5816,Scabiosa,intermedia,,,(Post) Bornm.
5825,Scabiosa,micrantha,,,Desf.
5836,Scabiosa,olivieri,,,Coulter
5838,Scabiosa,palaestina,,,L.
5841,Scabiosa,palaestina,var.,calocephala,Boiss.
5844,Scabiosa,palaestina,var.,latiloba,Boiss.
5847,Scabiosa,palaestina,var.,microcephala,Boiss.
5850,Scabiosa,palaestina,var.,palaestina,
5858,Scabiosa,prolifera,,,L.
5860,Scabiosa,sicula,,,L.
5864,Scabiosa,webbiana,,,Don
5866,Scariola,,,,F.W. Schmidt
5869,Scariola,orientalis,,,(Boiss.) Sojâk
5872,Scariola,triquetra,,,(Labili.) Sojâk
5875,Scariola,viminea,,,(L.) F.W. Schmidt
5885,Scolymus,,,,L.
5887,Scolymus,hispanicus,,,L.
5889,Scolymus,maculatus,,,L.
5891,Scorzonera,,,,L.
5903,Scorzonera,cana,,,(C.A. Meyer) Hoffm.
5908,Scorzonera,cana,var.,alpina,(Boiss.) Chamberlain
5912,Scorzonera,cana,var.,jacquiniana,(W. Koch) Cham-
5937,Scorzonera,judaica,,,Eig
5941,Scorzonera,kotschyi,,,Boiss.
5949,Scorzonera,libanotica,,,Boiss.
5951,Scorzonera,mackmeliana,,,Boiss.
5953,Scorzonera,mollis,,,M. Bieb.
5958,Scorzonera,nervosa,,,Trev.
5962,Scorzonera,papposa,,,DC.
5964,Scorzonera,parviflora,,,Jacq.
5966,Scorzonera,phaeopappa,,,(Boiss.) Boiss.
5970,Scorzonera,phaeopappa,var.,minor,Boiss.
5976,Scorzonera,rigida,,,Aucher in DC.
5991,Scrophularia,,,,L.
5993,Scrophularia,decipiens,,,Boiss.
5995,Scrophularia,deserti,,,Del.
5997,Scrophularia,heldreichii,,,Boiss.
5999,Scrophularia,hierochuntina,,,Boiss.
6001,Scrophularia,hypericifolia,,,Wydl.
6003,Scrophularia,libanotica,,,Boiss.
6006,Scrophularia,libanotica,subsp.,libanotica,
6008,Scrophularia,libanotica,var.,australis,R. Mill
6012,Scrophularia,libanotica,var.,nevshehirensis,R.'Mill
6014,Scrophularia,lucida,,,L.
6025,Scrophularia,nusairiensis,,,Boiss. et Heldr.
6029,Scrophularia,peregrina,,,L.
6031,Scrophularia,peyronii,,,Post
6037,Scrophularia,rubricaulis,,,Boiss.
6039,Scrophularia,scariosa,,,Boiss.
6041,Scrophularia,scopolii,,,Hoppe
6047,Scrophularia,tagetifolia,,,Boiss. et Hausskn.
6051,Scrophularia,umbrosa,,,Dum.
6058,Scrophularia,xanthoglosa,,,Boiss.
6060,Scrophularia,xylorrhiza,,,Boiss. et Hausskn.
6064,Scutellaria,,,,L.
6066,Scutellaria,brevibracteata,,,Stapf
6068,Scutellaria,cretacea,,,Boiss. et Hausskn.
6072,Scutellaria,diffusa,,,Benth.
6080,Scutellaria,heterophylla,,,Montbr. et Auch.
6091,Scutellaria,orientalis,,,L.
6094,Scutellaria,orientalis,var.,alpina,Boiss.
6096,Scutellaria,sibthorpii,,,auct. non (Benth.) Hal.
6104,Scutellaria,tomentosa,,,Bertol.
6106,Scutellaria,utriculata,,,Labili.
6108,Senecio,,,,L.
6110,Senecio,aquaticus,,,Hill
6113,Senecio,aquaticus,subsp.,erraticus,(Bertol.) Matthews
6118,Senecio,bertrami,,,Post
6120,Senecio,x,,,berythaeus Camus et Gombault
6130,Senecio,delbesianus,,,Arènes
6134,Senecio,doriiformis,,,DC.
6137,Senecio,doriiformis,subsp.,doriiformis,
6140,Senecio,exilis,,,Blanche ex Boiss.
6144,Senecio,gallicus,,,Chaix in Vill.
6150,Senecio,leucanthemifolius,,,Poir.
6152,Senecio,mouterdei,,,Arènes
6154,Senecio,vernalis,,,Waldst. et Kit.
6161,Senecio,vulgaris,,,L.
6163,Seriola,,,,L.
6165,Seriola,aethnensis,,,L.
6167,Serratula,,,,L.
6175,Serratula,cerinthifolia,,,(Sm.) Boiss.
6180,Serratula,mouterdei,,,(Arènes) Dittrich
6183,Serratula,pusilla,,,(Lab.) Dittrich
6186,Sesamum,,,,L.
6188,Sesamum,indicum,,,L.
6190,Sherardia,,,,L.
6192,Sherardia,arvensis,,,L.
6194,Sideritis,,,,L.
6198,Sideritis,balansae,,,Boiss.
6200,Sideritis,curvidens,,,Stapf
6213,Sideritis,libanotica,,,Labili. 
6216,Sideritis,libanotica,var.,incana,Boiss. 
6219,Sideritis,libanotica,var.,linearis,Benth. 
6224,Sideritis,microchlamys,,,(Hand.-Mazz) Bornm.
6227,Sideritis,montana,,,L.
6229,Sideritis,nusairiensis,,,Post 
6231,Sideritis,perfoliata,,,L. 
6233,Sideritis,pullulans,,,Vent. 
6235,Sideritis,remota,,,d'Urv. 
6247,Siebera,,,,j. Gay 
6250,Siebera,pungens,,,(Lam.) J. Gay 
6255,Siebera,pungens,var.,nana,DC. 
6257,Silybum,,,,Adanson 
6259,Silybum,marianum,,,(L.) Gaertner 
6262,Siphonostegia,,,,"Benth. in Hook, et Am."
6268,Siphonostegia,syriaca,,,(Boiss. et Reut.) Boiss. 
6273,Solanum,,,,L.
6275,Solanum,dulcamara,,,L. 
6277,Solanum,luteum,,,Mill.
6280,Solanum,luteum,subsp.,alatum,(Moench) Dostâl
6284,Solanum,luteum,subsp.,luteum ,
6285,Solanum,nigrum,,,L.
6288,Solanum,nigrum,var.,ochroleucum,(Bast.) Fiori 
6292,Solanum,nigrum,var.,suffruticosum,(Schousb.) Moris 
6297,Solenanthus,,,,Ledeb. 
6301,Solenanthus,circinnatus,,,Ledeb. 
6305,Solenanthus,stamineus,,,(Desf.) Wettst. 
6310,SolidagoL.,,,,
6311,SolidagoL.,virgaurea,,,L. 
6313,Sonchus,,,,L. 
6315,Sonchus,asper,,,(L.) Hill
6319,Sonchus,asper,subsp.,glaucescens,(Jordan) Ball 
6329,Sonchus,maritimus,,,L. 
6335,Sonchus,oleraceus,,,L. 
6337,Sonchus,tenerrimus,,,L. 
6351,Stachys,,,,L.
6353,Stachys,annua,,,(L.) L.
6357,Stachys,annua,var.,ammophila,Boiss.
6362,Stachys,arabica,,,Hornem.
6367,Stachys,arvensis,,,(L.) L.
6372,Stachys,burgsdorffioides,,,(Benth.) Boiss.
6375,Stachys,cassia,,,Boiss.
6383,Stachys,eretica,,,L.
6386,Stachys,eretica,subsp.,cassia,(Boiss.) Rech. fil.
6391,Stachys,eretica,subsp.,mersinea,(Boiss.) Rech. fil.
6396,Stachys,eretica,subsp.,vacillans,Rech. fil.
6402,Stachys,dictyoneura,,,Rech. fil.
6405,Stachys,distans,,,Benth. in DC.
6409,Stachys,diversifolia,,,Boiss.
6411,Stachys,ehrenbergii,,,Boiss.
6422,Stachys,hydrophila,,,Boiss.
6424,Stachys,iberica,,,Bieb.
6431,Stachys,libanotica,,,Benth. in DC.
6436,Stachys,libanotica,var.,eriocalyx,Post
6439,Stachys,libanotica,var.,minor,Boiss.
6441,Stachys,longispicata,,,Boiss. et Ky in Boiss.
6449,Stachys,neurocalycina,,,Boiss.
6451,Stachys,nivea,,,Labili.
6453,Stachys,obscura,,,Boiss. et Bal.
6457,Stachys,ocymastrum,,,(L.) Briquet
6460,Stachys,palaestina,,,L.
6462,Stachys,paneiana,,,Mout.
6464,Stachys,petrokosmos,,,Rech. fii.
6467,Stachys,pinetorum,,,Boiss. et Bal.
6473,Stachys,pumila,,,Banks et Sol.
6477,Stachys,rupestris,,,Montb. et Auch.
6481,Stachys,satureioides,,,Montb. et Auch.
6485,Stachys,viticina,,,Boiss.
6487,Staehelina,,,,L.
6491,Staehelina,lobelii,,,DC.
6538,Steptorhamphus,,,,Bunge
6540,Steptorhamphus,tuberosus,,,(Jacq.) Grossh.
6556,Styrax,,,,L.
6558,Styrax,officinalis,,,L.
6560,Symphytum,,,,L.
6562,Symphytum,anatolicum,,,Boiss.
6564,Symphytum,palaestinum,,,Boiss. T
6567,Tagetes,,,,L.
6571,Tagetes,minuta,,,L.
6573,Tanacetum,,,,L. emend. Briq.
6577,Tanacetum,argenteum,,,(Lam.) Willd.
6580,Tanacetum,aucheri,,,DC.
6582,Tanacetum,cilicium,,,(Boiss.) Grierson
6585,Tanacetum,densum,,,(Labili.) Schultz Bip.
6589,Tanacetum,parthenium,,,(L.) Schultz Bip.
6593,Tanacetum,DOteriifolium,,,(Ledeb.1 Grierson
6596,Tanacetum,yabrudae,,,(Mouterde) Charpin et Dittrich 
6607,Taraxacum,,,,Weber
6609,Taraxacum,aleppicum,,,Dahlst. 
6611,Taraxacum,assemanii,,,Blanche 
6613,Taraxacum,bessarabicum,,,(Hornem.) Hand.-Mazz.
6616,Taraxacum,bithynicum,,,DC.
6618,Taraxacum,brevirostre,,,Hand.-Mazz. 
6625,Taraxacum,hellenicum,,,Dahlst. 
6629,Taraxacum,laevigatum,,,Willd. agg. 
6636,Taraxacum,megalorrhizon,,,(Forssk.) Hand.-Mazz.
6639,Taraxacum,microcephalum,,,Hand.-Mazz.
6641,Taraxacum,minimum,,,(Briganti ex Guss.) Terrac.
6646,Taraxacum,monochlamydeum,,,Hand.-Mazz.
6648,Taraxacum,montanum,,,(C.A.Meyer) DC.
6651,Taraxacum,officinale,,,Weber
6653,Taraxacum,phaleratum,,,Hagl.
6660,Taraxacum,serotinum,,,(W. et K.) Poir.
6665,Taraxacum,sintenisii,,,Dahlst.
6667,Taraxacum,syriacum,,,Boiss.
6673,Teucrium,,,,L.
6675,Teucrium,antilibanoticum,,,Mouterde
6677,Teucrium,auranticum,,,Post
6679,Teucrium,chamaedrys,,,L.
6682,Teucrium,chamaedrys,subsp.,tauricolum,Rech. fil.
6686,Teucrium,chamaedrys,var.,glaberrimum,Rech. fil.
6694,Teucrium,coniortodes,,,Boiss. et Bl.
6698,Teucrium,creticum,,,L.
6700,Teucrium,divaricatum,,,Sieb. ex Heldr.
6705,Teucrium,divaricatum,subsp.,graecum,(Celak.) Bornm.
6709,Teucrium,divaricatum,subsp.,villosum,(Celak.) Rech. fil.
6718,Teucrium,haradjanii,,,Briq. ex Rech. fil.
6723,Teucrium,heterotrichum,,,Briq. ex Rech. f.
6738,Teucrium,montbretii,,,Benth.
6741,Teucrium,montbretii,subsp.,libanoticum,Davis
6744,Teucrium,montbretii,subsp.,montbretii,
6745,Teucrium,multicaule,,,Montbr. et Auch.
6756,Teucrium,oliverianum,,,Gingins ex Benth.
6760,Teucrium,orientale,,,L.
6763,Teucrium,orientale,var.,nivale,Boiss.
6765,Teucrium,paederotoides,,,Boiss. et Hausskn.
6769,Teucrium,parviflorum,,,Schreb.
6771,Teucrium,polium,,,L.
6774,Teucrium,polium,var.,angustifolium,Benth.
6777,Teucrium,polium,var.,mollissimum,Hand.-Mazz.
6779,Teucrium,procerum,,,Boiss. et Bl.
6783,Teucrium,pruinosum,,,Boiss.
6785,Teucrium,rigidum,,,Benth.
6789,Teucrium,scordioides,,,Schreb.
6791,Teucrium,scordium,,,L.
6793,Teucrium,socinianum,,,Boiss.
6795,Teucrium,spinosum,,,L.
6797,Teucrium,stachyophyllum,,,Davis
6806,Thuspeinanta,,,,Durand
6808,Thuspeinanta,persica,,,(Boiss.) Briq.
6811,Thymbra,,,,L.
6815,Thymbra,spicata,,,L.
6819,Thymus,,,,L. 
6821,Thymus,alfredae,,,Post
6828,Thymus,cilicicus,,,Boiss. et Bl.
6832,Thymus,decussatus,,,Benth. 
6837,Thymus,hirsutus,,,M. Bieb. 
6840,Thymus,kotschyanus,,,Boiss. et Hoh.
6865,Thymus,sipyleus,,,Boiss. 
6871,Thymus,syriacus,,,Boiss. 
6873,Tolpis,,,,Adans.
6877,Tolpis,barbata,,,(L.) Gaertner
6882,Tolpis,virgata,,,(Desf.) Bertol.
6890,Tracheliopsis,,,,Buser
6892,Tracheliopsis,antilibanotica,,,P.H. Davis
6895,Tracheliopsis,postii,,,(Boiss.) Buser
6898,Tracheliopsis,tubulosa,,,(Boiss.) Buser
6901,Trachelium,,,,L.
6903,Trachelium,caeruleum,,,L.
6909,Trachornitum,,,,Woodson
6911,Trachornitum,venetum,,,(L.) Woodson
6914,Tragopogon,,,,L.
6919,Tragopogon,buphthalmoides,,,(DC.) Boiss.
6923,Tragopogon,buphthalmoides,var.,buphthalmoides,
6928,Tragopogon,buphthalmoides,var.,latifolius,Boiss.
6933,Tragopogon,hybridùm,,,L.
6935,Tragopogon,longirostris,,,Bisch. ex Schultz Bip.
6948,Tragopogon,pterocarpus,,,DC.
6950,Tripleurospermum,,,,Schultz Bip. 
6953,Tripleurospermum,auriculatum,,,(Boiss.) Rech.  fil. 
6962,Tripleurospermum,microcephalum,,,(Boiss.) Bornm. 
6965,Tripleurospermum,oreades,,,(Boiss.) Rech.  fil. 
6969,Tripleurospermum,parviflorum,,,(Willd.) Bornm. 
6975,Tripleurospermum,sannineum,,,(Thiéb.) Mouterde 
6985,Tussilago,,,,L.
6987,Tussilago,farfara,,,L.
6989,Tyrimnus,,,,Cass.
6991,Tyrimnus,leucographus,,,(L.) Cass. U
6995,Urospermum,,,,Scop.
6997,Urospermum,picroides,,,(L.) F.W. Schmidt
7001,Utricularia,,,,L.
7003,Utricularia,australis,,,R. Br.
7012,Vaillantia,,,,auct. mult. non L.
7017,Valantia,,,,L.
7021,Valantia,hispida,,,L.
7023,Valantia,muralis,,,L.
7027,Valeriana,,,,L.
7031,Valeriana,dioscoridis,,,Sibth. et Sm.
7062,Valeriana,olitoria,,,(L.) Willd.
7069,Valerianella,,,,Miller
7071,Valerianella,antilibanotica,,,Rech. fil.
7076,Valerianella,balansae,,,Matthews
7080,Valerianella,carinata,,,Lois. 
7082,Valerianella,chlorostephana,,,Boiss. et Bal. 
7086,Valerianella,coronata,,,(L.) DC.
7091,Valerianella,cymbicarpa,,,G.A. Meyer 
7094,Valerianella,dactylophylla,,,Boiss. et Hohen. 
7098,Valerianella,dentata,,,(L.) Poil.
7106,Valerianella,discoidea,,,(L.) Lois. 
7109,Valerianella,dufresnia,,,Bunge ex Boiss. 
7113,Valerianella,echinata,,,(L.) DC.
7116,Valerianella,huetii,,,Boiss. 
7118,Valerianella,kotschyi,,,Boiss. 
7120,Valerianella,lasiocarpa,,,(Stev.) Betcke 
7127,Valerianella,leiocarpa,,,(Koch) Bornm. 
7130,Valerianella,locusta,,,(L.) Laterrade 
7136,Valerianella,muricata,,,(Stev.) Baxt. 
7139,Valerianella,obtusiloba,,,Boiss.
7144,Valerianella,orientalis,,,(Schlecht.) Boiss. et Bal. 
7149,Valerianella,oxyrhyncha,,,Fisch. et Mey. 
7153,Valerianella,pumila,,,(L.) DC.
7156,Valerianella,soyeri,,,Buchinger 
7158,Valerianella,szovitsiana,,,Fisch. et Mey. 
7168,Valerianella,tuberculata,,,Boiss.
7170,Valerianella,vesicaria,,,(L.) Moench 
7173,Varthemia,,,,DC.
7175,Varthemia,iphionoides,,,Boiss. et Bl.
7179,Verbascum,,,,L. 
7181,Verbascum,agMmoniifolium,,,(C. Koch) Hub.-Mor.
7186,Verbascum,agMmoniifolium,subsp.,agrimoniifolium ,
7188,Verbascum,agMmoniifolium,subsp.,syriacum,(Murb.) Feinbr. 
7193,Verbascum,alepense,,,Benth. in DC.
7198,Verbascum,alepense,x,assurense,Bornm. et Hand.-Mazz. 
7202,Verbascum,aliciae,,,Post
7205,Verbascum,aliciae,x,kotschyi,Boiss. et Hoh. 
7216,Verbascum,Turra ,,,
7217,Verbascum,antari,,,Post
7219,Verbascum,antilibanoticum,,,Hub.-Mor. 
7221,Verbascum,antiochium,,,Boiss. 
7227,Verbascum,assurense,,,Bornm. et Hand.-Mazz. 
7245,Verbascum,berytheum,,,Boiss. 
7250,Verbascum,blancheanum,,,Boiss. 
7256,Verbascum,caesareum,,,Boiss.
7260,Verbascum,cedreti,,,Boiss.
7263,Verbascum,cedreti,x,lasianthum,Boiss.
7271,Verbascum,damascenum,,,Boiss.
7275,Verbascum,eremobium,,,Murb.
7279,Verbascum,gaillardotii,,,Boiss.
7282,Verbascum,gaillardotii,x,sinuatum,L.
7285,Verbascum,gaillardotii,x,tripolitanum,Boiss.
7287,Verbascum,galilaeum,,,Boiss.
7290,Verbascum,galilaeum,x,sinuatum,L.
7292,Verbascum,geminiflorum,,,Hochst.
7296,Verbascum,glanduliferum,,,(Post) Hub.-Mor.
7304,Verbascum,glomeratum,,,Boiss.
7312,Verbascum,"Moretti,",,,"nec Griseb., nec Velen."
7317,Verbascum,infidelium,,,Boiss. et Hausskn.
7327,Verbascum,kotschyi,,,Boiss. et Hoh.
7336,Verbascum,lasianthum,,,Boiss.
7338,Verbascum,leptostachyum,,,DC.
7341,Verbascum,leptostachyum,x,ptychophyllum,Boiss.
7344,Verbascum,leptostachyum,x,tropidocarpum,Murb.
7346,Verbascum,levanticum,,,I.K.Ferguson
7348,Verbascum,libanoticum,,,Murb. et Thiéb.
7352,Verbascum,mucronatum,,,Lam.
7356,Verbascum,oreophilum,,,C. Koch
7360,Verbascum,oreophilum,var.,joannis,(Bordz.) Hub.-Mor.
7363,Verbascum,orientale,,,(L.) Ail.
7366,Verbascum,palmyrense,,,Post
7368,Verbascum,pinetorum,,,(Boiss.) O. Kuntze
7372,Verbascum,ported,,,Post
7374,Verbascum,ptychophyllum,,,Boiss.
7376,Verbascum,qulebicum,,,Post emend. Mouterde
7392,Verbascum,scaposum,,,Boiss.
7396,Verbascum,sinaiticum,,,Benth.
7398,Verbascum,sinuatum,,,L.
7405,Verbascum,sinuatum,x,tripolitanum,Boiss.
7413,Verbascum,tiberiadis,,,Boiss.
7418,Verbascum,tripolitanum,,,Boiss.
7420,Verbascum,tropidocarpum,,,Murb.
7431,Verbena,,,,L.
7435,Verbena,officinalis,,,L.
7437,Verbena,supina,,,L.
7443,Veronica,,,,L.
7447,Veronica,anagallis-aquatica,,,L.
7450,Veronica,anagallis-aquatica,subsp.,anagallis-aquatica ,
7452,Veronica,anagallis-aquatica,subsp.,michauxii,(Lam.) Jelen.
7455,Veronica,anagalloides,,,Guss. 
7458,Veronica,anagalloides,x,anagallis-aquatica,L. 
7460,Veronica,arvensis,,,L. 
7464,Veronica,beccabunga,,,L. 
7470,Veronica,biloba,,,Schreb. in L. 
7474,Veronica,bombycina,,,Boiss. et Kotschy subsp. bombycina 
7482,Veronica,caespitosa,,,Boiss.
7485,Veronica,caespitosa,subsp.,leiophylla,(Boiss.) M.A. Fischer
7495,Veronica,campylopoda,,,Boiss. 
7502,Veronica,cymbalaria,,,Bodard 
7515,Veronica,debilis,,,Freyn 
7540,Veronica,Fischer ,,,
7543,Veronica,hederifolia,,,L. 
7552,Veronica,hispidula,,,Boiss. et Huet in Boiss. 
7558,Veronica,leiocarpa,,,Boiss. 
7560,Veronica,lysimachioides,,,Boiss. 
7567,Veronica,non,,,Vahl 
7569,Veronica,macrostachya,,,Vahl
7572,Veronica,macrostachya,subsp.,macrostachya ,
7574,Veronica,macrostachya,x,orientalis,Miller 
7586,Veronica,orientalis,,,Miller 
7589,Veronica,orientalis,x,leiocarpa,Boiss. 
7599,Veronica,panormitana,,,Tineo et Guss. 
7604,Veronica,panormitana,subsp.,baradostensis,(M.A.Fischer) M. A. Fischer 
7610,Veronica,panormitana,subsp.,panormitana,
7622,Veronica,persica,,,Poir. 
7624,Veronica,polifolia,,,Benth.
7626,Veronica,poliţa,,,Fries 
7628,Veronica,pusilla,,,Kotschy et Boiss. 
7632,Veronica,reuterana,,,Boiss. 
7634,Veronica,samuelssonii,,,Rech.  fil. 
7637,Veronica,scardica,,,Griseb. 
7640,Veronica,scardica,x,lysimachioides,Boiss. 
7648,Veronica,syriaca,,,Roem. et Sch. 
7664,Veronica,triloba,,,(Opiz) A. Kerner 
7668,Veronica,triphyllos,,,L. 
7670,Veronica,viscosa,,,Boiss. 
7672,Viburnum,,,,L. 
7674,Viburnum,tinus,,,L. 
7682,Vinca,,,,L. 
7684,Vinca,herbacea,,,Waldst. et Kit. 
7692,Vinca,libanotica,,,Zucc. 
7694,Vinca,major ,,,
7695,Vincetoxicum,,,,N.M.Wolf 
7697,Vincetoxicum,canescens,,,(Willd.) Deche.
7700,Vincetoxicum,dionysiense,,,Mouterde 
7707,Vitex,,,,L. 
7709,Vitex,agnus-castus,,,L.  W
7716,Wiedemannia,,,,Fisch. et Mey. 
7720,Wiedemannia,orientalis,,,Fisch. et Mey. 
7724,Withania,,,,Pauquy 
7726,Withania,somnifera,,,(L.) Dun. in DC. 
7731,Xanthium,,,,L. 
7733,Xanthium,antiquorum,,,Wallr.
7737,Xanthium,echinatum,,,Murray 
7739,Xanthium,spinosum,,,L. 
7741,Xanthium,strumarium,,,L. 
7751,Xanthium,strumarium,subsp.,strumarium,
7752,Xeranthemum,,,,L. 
7754,Xeranthemum,annuum,,,L. 
7762,Xeranthemum,cylindraceum,,,Sm. in Sibth. et Sm. 
7770,Xeranthemum,inapertum,,,(L.) Miller 
7773,Xeranthemum,longipapposum,,,Fisch. et Mey. 
7785,Ziziphora,,,,L. 
7787,Ziziphora,'Abd-el-'asissi,,,Hand.-Mazz. 
7789,Ziziphora,acutifolia,,,Montb. et Auch. 
7793,Ziziphora,canescens,,,Benth. 
7795,Ziziphora,capitata,,,L. 
7798,Ziziphora,capitata,subsp.,orientalis,Sam. ex Rech. fil.
7811,Ziziphora,taurica,,,Bieb.
7813,Ziziphora,tenuior,,,L. 
7815,Zoegea,,,,L.
7817,Zoegea,leptaurea,,,L. 
7819,Zoegea,purpurea,,,Fresen. 
